ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
2240,3,兵役法第四十一條條文修正草案,2021/4/6,2021/4/6,交付審查,0,0,0,0,費鴻泰,,,,,,,,,,,,,,,,,,,,,謝衣鳯,鄭麗文,洪孟楷,李德維,呂玉玲,吳怡玎,賴士葆,鄭天財,林思銘,曾銘宗,陳玉珍,林德福,鄭正鈐,游毓蘭,吳斯懷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,兵役法第四十一條條文修正草案,本院委員費鴻泰等 16 人，就現行兵役法第四十一條第三項明定，緩召對象為任教於高級中等以下學校（含專科學校五年制前三年）一年以上之現職專任教師，經審查核定者。但該項目內並未包含幼兒園階段教師以及幼兒園階段之教保員，為穩定國內幼兒教育階段之教育品質與幼兒學習權益，爰提案修法，增列兵役法第四十一條第四項，將幼兒園階段之教保服務人員（教師、教保員）納入緩召對象之中。是否有當？敬請公決。 
2245,3,國家重點領域產學合作及人才培育創新條例草案,2021/4/9,2021/5/14,三讀,1,1,1,0,林奕華,楊瓊瓔,游毓蘭,賴士葆,,,,,,,,,,,,,,,,,,曾銘宗,翁重鈞,林思銘,陳玉珍,徐志榮,林文瑞,吳斯懷,張育美,萬美玲,林為洲,廖國棟,鄭正鈐,陳超明,費鴻泰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國家重點領域產學合作及人才培育創新條例草案,本院委員林奕華、楊瓊瓔、葉毓蘭、賴士葆等 18 人，為鼓勵大專校院與國家重點產業互惠合作，共同努力培育國家頂尖人才，並發揮學術研發、人才訓練與產業服務之功能，促使國家重點產業起飛發展。爰擬具「國家重點領域產學合作及人才培育創新條例」草案，藉由鬆綁大學法、教師法等法規，給予大專校院與企業合作設置國家重點領域研究學院之彈性空間，增強大專校院學研能量，提升國家重點產業之競爭力。是否有當？敬請公決。 
2258,3,工會法第三十六條之一及第四十六條條文修正草案,2021/4/9,2021/4/9,交付審查,0,0,0,0,李昆澤,王美惠,伍麗華,張宏陸,,,,,,,,,,,,,,,,,,楊曜,蘇巧慧,林岱樺,周春米,陳瑩,莊競程,邱泰源,黃世杰,吳玉琴,羅美玲,張廖萬堅,沈發惠,何欣純,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,工會法第三十六條之一及第四十六條條文修正草案,本院委員李昆澤、王美惠、伍麗華 Saidhai Tahovecahe、張宏陸等 17 人，有鑑於教師按現行工會法雖已賦予教師自組產業工會、職業工會的權利，然而會務公假卻不若企業工會定有基本時數規定；為使各類型工會均衡發展會務組織，會務公假法制化符合工會法保障工會組織之意旨，爰提出「工會法第三十六條之一及第四十六條條文修正草案」。是否有當？敬請公決。 
2348,3,國家重點領域產學合作及人才培育創新條例草案,2021/4/16,2021/5/14,三讀,1,1,1,0,李貴敏,,,,,,,,,,,,,,,,,,,,,林德福,蔣萬安,李德維,鄭天財,羅明才,張育美,孔文吉,林文瑞,廖婉汝,吳怡玎,翁重鈞,謝衣鳯,溫玉霞,林思銘,陳玉珍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國家重點領域產學合作及人才培育創新條例草案,本院委員李貴敏等 16 人，鑑於部分國立大學享有先期與基礎技術之研發能力，如能結合企業之實務需求，共同合作研發並培育人才，應可提升國家產業競爭力。茲為鼓勵產業投入並發揮產學合作之效益，裨益教育、社會與經濟之發展，以創造教育體制、產業、社會與國家多贏之效應，擬鬆綁大學法、學位授予法、教師法、預算法、會計法、決算法、審計法、政府採購法、教育人員任用條例及公務員服務法等相關法令，爰擬具「國家重點領域產學合作及人才培育創新條例草案」。是否有當？敬請公決。 
2350,3,公立學校教職員退休資遣撫卹條例第四條、第三十四條及第三十九條條文修正草案,2021/4/16,2021/12/28,二讀,0,1,1,0,蔣萬安,楊瓊瓔,,,,,,,,,,,,,,,,,,,,張育美,溫玉霞,李德維,萬美玲,林為洲,曾銘宗,孔文吉,魯明哲,林思銘,林奕華,呂玉玲,李貴敏,林文瑞,林德福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公立學校教職員退休資遣撫卹條例第四條、第三十四條及第三十九條條文修正草案,本院委員蔣萬安、楊瓊瓔等 16 人，有鑑於《公立學校教職員退休資遣撫卹條例》於民國 106 年 7 月修法後，明定本條例施行之日起一年後不再發給補償金，將造成公立學校教職員於108年7月1日前申請退休可以請領，108年7月1日後申請退休者無法領取之不公平現象。又 107 年 7 月軍人年金改革修法中，維持一次補償金之發給，導致年金改革中，就同一補償金制度，在公務人員、教師及軍人出現不同標準，形成差別待遇，實有違反公平原則。為避免學校教職員權利受損，建立年資補償金之公平制度，爰擬具「公立學校教職員退休資遣撫卹條例第四條、第三十四條及第三十九條條文修正草案」。是否有當？敬請公決。 
,3,職業災害保險及保護法草案,2021/4/16,2021/4/27,二讀,0,1,1,1,賴香伶,張其祿,高虹安,邱臣遠,蔡壁如,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,職業災害保險及保護法草案,本院委員蔣萬安、楊瓊瓔等 16 人，有鑑於《公立學校教職員退休資遣撫卹條例》於民國 106 年 7 月修法後，明定本條例施行之日起一年後不再發給補償金，將造成公立學校教職員於108年7月1日前申請退休可以請領，108年7月1日後申請退休者無法領取之不公平現象。又 107 年 7 月軍人年金改革修法中，維持一次補償金之發給，導致年金改革中，就同一補償金制度，在公務人員、教師及軍人出現不同標準，形成差別待遇，實有違反公平原則。為避免學校教職員權利受損，建立年資補償金之公平制度，爰擬具「公立學校教職員退休資遣撫卹條例第四條、第三十四條及第三十九條條文修正草案」。是否有當？敬請公決。 
2355,3,教保服務人員條例部分條文修正草案,2021/4/23,2022/5/31,三讀,1,1,1,0,何欣純,劉建國,莊瑞雄,,,,,,,,,,,,,,,,,,,賴惠員,王美惠,黃世杰,陳素月,蔡易餘,蘇巧慧,趙正宇,江永昌,楊曜,蘇震清,陳明文,張廖萬堅,陳歐珀,洪申翰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教保服務人員條例部分條文修正草案,本院委員何欣純、劉建國、莊瑞雄等 17 人，鑑於全台教保服務人員虐童事件層出不窮，因兒童身心尚未發展成熟，常使兒童身處不利處境，且為使現行教保服務人員之消極資格規範更為明確，並與《教師法》、《幼兒教育及照顧法》有一致性規範，修正教保服務人員之消極資格要件，將各項裁罰樣態另定條文予以規範。另為保護兒童權利、使其成長環境免於暴力，修正教保服務人員不得對幼兒有任何形式之身心暴力、傷害或虐待、霸凌及其他對幼兒不當對待或剝削行為之規定，並提高相關罰則及罰鍰。爰此提案修正「教保服務人員條例部分條文修正草案」。是否有當？敬請公決。 
2356,3,幼兒教育及照顧法部分條文修正草案,2021/4/23,2022/5/31,三讀,1,1,1,0,何欣純,劉建國,莊瑞雄,,,,,,,,,,,,,,,,,,,賴惠員,王美惠,蘇震清,黃世杰,陳素月,蔡易餘,蘇巧慧,趙正宇,江永昌,楊曜,陳明文,張廖萬堅,陳歐珀,洪申翰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幼兒教育及照顧法部分條文修正草案,本院委員何欣純、劉建國、莊瑞雄等 17 人，為使現行教保服務機構之其他服務人員消極資格更為明確，並與《教師法》、《教保人員服務條例》有一致性規範，修正其他服務人員之消極資格要件，將各項裁罰樣態另定條文予以規範。並將其通報、資訊、停職、停聘等相關規定同步修正。另方面，為保護幼兒免受虐待或體罰，增修其他服務人員不得對幼兒有任何形式之身心暴力、傷害或虐待、霸凌及其他對幼兒不當對待或剝削行為之規定，並提高相關罰則及罰鍰。爰此提案修正「幼兒教育及照顧法部分條文修正草案」。是否有當？敬請公決。 
2374,3,私立高級中等以上學校退場條例草案,2021/4/23,2022/4/22,三讀,1,1,1,0,林宜瑾,賴品妤,沈發惠,,,,,,,,,,,,,,,,,,,蘇治芬,趙天麟,張廖萬堅,鍾佳濱,鄭運鵬,陳秀寳,伍麗華,黃國書,蔡易餘,莊瑞雄,湯蕙禎,何欣純,洪申翰,吳思瑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,私立高級中等以上學校退場條例草案,本院委員林宜瑾、賴品妤、沈發惠等 17 人，有鑑於少子女化已嚴重衝擊各級學校生源，致部分私立學校財務狀況逐漸無法支撐相當之教學品質，又過去高等教育大規模擴張之社會背景及條件已不復見，故校地閒置、教職員工失業或轉職、教師授課時數減少、學生併班上課等爭議頻傳，雖現有私立學校法等法規，已有輔導及轉型等機制，仍不足以因應現有困局，顯見有關私立高級中等以上學校退場之法體系實有重新調整之必要，以妥善保障學生受教權及教職員工權益。是故，為完備退場相關法制，並維護教育公共性，爰擬具「私立高級中等以上學校退場條例」草案。是否有當？敬請公決。 
2419,3,私立高級中等以上學校退場條例草案,2021/4/23,2022/4/22,三讀,1,1,1,0,林奕華,游毓蘭,,,,,,,,,,,,,,,,,,,,鄭天財,吳斯懷,呂玉玲,萬美玲,李德維,陳玉珍,鄭麗文,溫玉霞,曾銘宗,孔文吉,賴士葆,廖婉汝,謝衣鳯,費鴻泰,羅明才,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,私立高級中等以上學校退場條例草案,本院委員林奕華、葉毓蘭等 17 人，有鑑於政府錯誤推動廣設大學政策，輔以近年來大專校院及高中職受少子化衝擊所影響，造成私校問題叢生。根據教育部統計資料，100 學年度我國大專校院新生人數為 27.6 萬人、高中職新生約有 31.3 萬人，但教育部最新入學人數推估，117 學年度大一新生人數將驟降為15.8 萬人、高中職新生人數則會在 114 學年度降至 18.3萬。錯誤政策外加生源大幅減少，將導致部分學校辦學困難、校地閒置、教職員工失業等問題。近年更有學生被迫轉學、併班上課、教師減薪、欠薪或學校停招停辦等情事傳出。顯見錯誤政策與貪污同等誤國，部分學校更因學生數銳減，導致辦學已出現問題。為保障私立高中以上學校學生及教職員工權益、協助私立學校退場，爰擬具「私立高級中等以上學校退場條例草案」。是否有當？敬請公決。 
2493,3,工會法第三十六條、第三十六條之一及第四十六條條文修正草案,2021/4/30,2021/4/30,交付審查,0,0,0,0,林宜瑾,沈發惠,陳秀寳,吳思瑤,何志偉,,,,,,,,,,,,,,,,,蔡易餘,洪申翰,邱議瑩,林昶佐,江永昌,莊競程,周春米,張宏陸,吳玉琴,王美惠,鍾佳濱,林楚茵,黃世杰,蘇巧慧,邱泰源,高嘉瑜,賴惠員,吳秉叡,劉櫂豪,王定宇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,工會法第三十六條、第三十六條之一及第四十六條條文修正草案,本院委員林宜瑾、沈發惠、陳秀寳、吳思瑤、何志偉等 25 人，有鑑於 2011 年工會法之施行，雖賦予教師自組工會之權利，惟同時排除教師得組織企業工會之權限，即無法直接適用攸關工會組織存續及運作之會務公假規範，此顯與勞動基本權所欲表彰保障工會之團結權、工會會務自主化之立法目的相違，亦無法完全實現憲法所課予之保護義務。又教師所組織之職業工會、教育產業工會，長期提供大量之教育政策及政府相關議題專業論述，就教育主管機關政策制定及執行上大有所助益。是故，為落實與會務公假之行使具有相當關聯性之工會活動權，並穩定及促進勞資雙方關係之和諧，凡符合團體協約法具有協商資格之職業工會或產業工會，應公平使其工會組織發展，並審酌於不增加雇主公假費用負擔之下，同時賦予教師組織推動工會活動彈性運用，爰提出「工會法第三十六條、第三十六條之一及第四十六條條文修正草案」。是否有當？敬請公決。 
2617,3,教師待遇條例第十七條條文修正草案,2021/5/14,2021/5/14,交付審查,0,0,0,0,呂玉玲,,,,,,,,,,,,,,,,,,,,,曾銘宗,陳玉珍,廖國棟,吳怡玎,蔣萬安,李德維,吳斯懷,鄭天財,萬美玲,張育美,徐志榮,溫玉霞,陳雪生,洪孟楷,楊瓊瓔,羅明才,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教師待遇條例第十七條條文修正草案,本院委員呂玉玲等 17 人，鑑於近年來私立學校常因招生不佳或健全財務為由刪減教師學術研究加給，惟該加給依條例規定係對從事教學研究或學術研究者加給之，即政府基於尊師重道精神、教師身負教育重任及教學工作繁重，所給予之工作津貼。如以非教學品質或效能為由調整教師學術研究加給，恐違背立法目的。爰提案修正「教師待遇條例」第十七條，私立學校教師之學術研究加給應比照第十五條規定，保障私立學校教師權益。是否有當？敬請公決。 
2618,3,氣候變遷應變及調適法草案,2021/5/14,2023/1/10,三讀,1,1,1,0,謝衣鳯,楊瓊瓔,林奕華,,,,,,,,,,,,,,,,,,,孔文吉,吳斯懷,李德維,賴士葆,廖婉汝,呂玉玲,萬美玲,溫玉霞,鄭正鈐,陳玉珍,鄭天財,曾銘宗,游毓蘭,張育美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,氣候變遷應變及調適法草案,本院委員呂玉玲等 17 人，鑑於近年來私立學校常因招生不佳或健全財務為由刪減教師學術研究加給，惟該加給依條例規定係對從事教學研究或學術研究者加給之，即政府基於尊師重道精神、教師身負教育重任及教學工作繁重，所給予之工作津貼。如以非教學品質或效能為由調整教師學術研究加給，恐違背立法目的。爰提案修正「教師待遇條例」第十七條，私立學校教師之學術研究加給應比照第十五條規定，保障私立學校教師權益。是否有當？敬請公決。 
2651,3,教師待遇條例增訂第二條之一條文草案,2021/5/21,2021/5/21,交付審查,0,0,0,0,江永昌,林宜瑾,,,,,,,,,,,,,,,,,,,,賴惠員,林岱樺,蘇治芬,楊曜,陳明文,蔡易餘,何欣純,鍾佳濱,黃世杰,周春米,陳椒華,邱泰源,趙正宇,許智傑,劉櫂豪,范雲,林楚茵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教師待遇條例增訂第二條之一條文草案,本院委員江永昌、林宜瑾等 19 人，鑒於歷年軍公教薪資調整悉由行政院片面宣布、未以法律或法律明確授權之命令規範，與司法院大法官釋字第七○七號解釋之旨未盡相符；復未於國家經濟環境變動達一定程度時即適時調整，而與司法院大法官釋字第七八三號解釋之意旨有悖。為將教師人員薪資調整制度法制化，爰提案「教師待遇條例增訂第二條之一」條文。是否有當？敬請公決。 
2662,3,工會法第三十六條之一及第四十六條條文修正草案,2021/5/21,2021/5/21,交付審查,0,0,0,0,呂玉玲,張育美,,,,,,,,,,,,,,,,,,,,陳超明,李德維,吳斯懷,吳怡玎,孔文吉,曾銘宗,楊瓊瓔,鄭天財,洪孟楷,林文瑞,林為洲,溫玉霞,陳雪生,羅明才,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,工會法第三十六條之一及第四十六條條文修正草案,本院委員呂玉玲、張育美等 16 人，鑑於現行工會法雖規定教師得組產業工會、職業工會，然在相關會務公假規定上，相較企業工會有固定時數之規範，教師工會會務公假明顯有所落差。為促使各類型工會能均衡發展，會務公假規範均能一致，爰提出「工會法第三十六條之一及第四十六條」條文修正草案，保障教師工會會務公假權益。是否有當？敬請公決。 
2780,4,高級中等教育法第六十條條文修正草案,2021/9/24,2021/9/24,交付審查,0,0,0,0,林奕華,李德維,,,,,,,,,,,,,,,,,,,,廖國棟,孔文吉,鄭天財,費鴻泰,吳斯懷,曾銘宗,李貴敏,溫玉霞,謝衣鳯,林德福,陳玉珍,吳怡玎,鄭麗文,游毓蘭,林文瑞,張育美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高級中等教育法第六十條條文修正草案,本院委員林奕華、李德維等 18 人，有鑑於高級中等學校推動十二年國民基本教育課程綱要，需配合規劃部訂必修課程、校訂必修課程、選修、專題、統整等多樣化課程，且需進行各類課程研發、評鑑，所需人力大幅增加。然部分學校因考量聘用教師之時間、流程或少子女化等因素，以聘用代理教師權充人力，若長期下來恐影響高級中等學校推動十二年國教之穩健性。爰提案修正「高級中等教育法第六十條」第一項第二款，將原規範「合格教師比率」修正增加「專任教師比率」，促使高級中等學校應聘足符合學校班級數規模之專任教師員額，維護學生受教權益。是否有當？敬請公決。 
2916,4,高級中等教育法第三十二條條文修正草案,2021/10/8,2021/10/8,交付審查,0,0,0,0,林宜瑾,伍麗華,,,,,,,,,,,,,,,,,,,,何志偉,邱議瑩,吳思瑤,鍾佳濱,周春米,沈發惠,吳琪銘,范雲,吳秉叡,張宏陸,蘇巧慧,何欣純,林楚茵,王美惠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高級中等教育法第三十二條條文修正草案,本院委員林宜瑾、伍麗華 Saidhai Tahovecahe 等 16 人，有鑒於教師不論服務於公立或私立學校，其勞動條件皆應受到合理保障，然而現行《高級中等教育法》第三十二條卻僅針對「公立」高級中等學校教師每週授課節數做出規範，未涵括私立學校教師。如此一來，私立學校恐透過提高教師每週授課節數，縮減校內教師員額聘任，非但漠視教師應有之勞動權利，更影響學生受教權。是故，為友善教師勞動環境及學生受教權，爰提出「高級中等教育法第三十二條條文修正草案」。是否有當？敬請公決。 
,4,教師待遇條例第二十條條文修正草案,2021/10/15,2021/10/22,交付審查,0,0,0,1,賴香伶,張其祿,高虹安,邱臣遠,蔡壁如,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教師待遇條例第二十條條文修正草案,本院民眾黨黨團，鑑於軍公教待遇薪資福利調整之事，引發社會關注，且按教師法第四十條第二款：「與各級機關協議教師聘約及聘約準則。」為讓第一線教師了解政府在薪資調整上之考量，爰擬具「教師待遇條例第二十條條文修正草案」。是否有當？敬請公決。 
3167,4,住宅法增訂第四條之一條文草案,2021/10/15,2023/11/21,二讀,0,1,1,0,李貴敏,,,,,,,,,,,,,,,,,,,,,溫玉霞,鄭天財,李德維,呂玉玲,廖婉汝,陳玉珍,孔文吉,徐志榮,林思銘,鄭正鈐,許淑華,林文瑞,林德福,謝衣鳯,曾銘宗,林為洲,洪孟楷,吳斯懷,吳怡玎,鄭麗文,賴士葆,楊瓊瓔,萬美玲,魯明哲,游毓蘭,江啟臣,林奕華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住宅法增訂第四條之一條文草案,本院委員李貴敏等 28 人，鑑於少子化在台灣已是國家安全危機，又根據美國中央情報局 2021 年預測台灣 2021 年生育率為國際墊底，平均每人只生一點零七個新生兒；聯合國也指出台灣 2022 至 2025 近四年，生育率會在全球中敬陪末座等情。足見，少子化嚴重衝擊國家發展。包括；就業人力萎縮、勞動力高齡化、學校班級數減少、教師超額、私校倒閉等情。又依專業報告顯示，台灣少子化之問題實與高房價有關，由於年輕族群收入有限，而在扣除房貸或房租後，其已無能力再負擔養兒育女之費用，造成年輕人卻步懼生。茲為減輕居住問題影響生育率及少子化之後果，爰擬具「住宅法增訂第四條之一條文草案」。是否有當？敬請公決。 
,4,教師待遇條例第二十條條文修正草案,2021/10/15,2021/10/22,交付審查,0,0,0,1,賴香伶,張其祿,高虹安,邱臣遠,蔡壁如,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教師待遇條例第二十條條文修正草案,本院民眾黨黨團，鑑於軍公教待遇薪資福利調整之事，引發社會關注，且按教師法第四十條第二款：「與各級機關協議教師聘約及聘約準則。」為讓第一線教師了解政府在薪資調整上之考量，爰擬具「教師待遇條例第二十條條文修正草案」。是否有當？敬請公決。 
,4,教師待遇條例第二十條條文修正草案,2021/10/15,2021/10/22,交付審查,0,0,0,1,賴香伶,張其祿,高虹安,邱臣遠,蔡壁如,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教師待遇條例第二十條條文修正草案,本院民眾黨黨團，鑑於軍公教待遇薪資福利調整之事，引發社會關注，且按教師法第四十條第二款：「與各級機關協議教師聘約及聘約準則。」為讓第一線教師了解政府在薪資調整上之考量，爰擬具「教師待遇條例第二十條條文修正草案」。是否有當？敬請公決。 
,4,偏遠地區學校教育發展條例部分條文修正草案,2021/10/29,2021/10/29,交付審查,0,0,0,1,高虹安,邱臣遠,蔡壁如,賴香伶,張其祿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偏遠地區學校教育發展條例部分條文修正草案,本院民眾黨黨團，鑒於偏遠地區學校因城鄉落差可能導致教育資源不足，以及現行代理教師權益疏於保障亦可能降低人才赴偏遠地區學校任職之意願，為實現教育機會平等原則，弭平城鄉之教育均衡發展，爰擬具「偏遠地區學校教育發展條例部分條文修正草案」，除保障代理教師基本聘期外，另確保偏遠地區學校之補救教學、學習輔導措施、學生學習活動及兒童課後照顧服務得獲適當補助。是否有當？敬請公決。 
3566,4,教師待遇條例第二十條條文修正草案,2021/11/26,2021/11/26,交付審查,0,0,0,0,賴香伶,張其祿,邱顯智,林奕華,,,,,,,,,,,,,,,,,,吳怡玎,王婉諭,邱臣遠,羅致政,游毓蘭,鄭天財,蔡壁如,陳以信,林德福,高虹安,楊瓊瓔,蔣萬安,李貴敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教師待遇條例第二十條條文修正草案,本院委員賴香伶、張其祿、邱顯智、林奕華等 17 人，鑑於軍公教待遇薪資福利調整之事，引發社會關注，且按教師法第四十條第二款：「與各級機關協議教師聘約及聘約準則。」為讓第一線教師了解政府在薪資調整上之考量，爰擬具「教師待遇條例第二十條條文修正草案」。是否有當？敬請公決。
3613,4,偏遠地區學校教育發展條例第九條、第十五條及第十六條條文修正草案,2021/12/3,2021/12/3,交付審查,0,0,0,0,陳玉珍,,,,,,,,,,,,,,,,,,,,,林德福,馬文君,鄭正鈐,翁重鈞,游毓蘭,李德維,吳斯懷,曾銘宗,林奕華,溫玉霞,鄭麗文,魯明哲,林為洲,許淑華,廖國棟,林文瑞,楊瓊瓔,羅明才,萬美玲,呂玉玲,高金素梅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偏遠地區學校教育發展條例第九條、第十五條及第十六條條文修正草案,本院委員陳玉珍等 22 人，鑑於偏遠地區學校在地理位置及教育資源上本屬弱勢，且教育不應因為城鄉差距而造成教育資源的差距，爰擬具「偏遠地區學校教育發展條例第九條、第十五條及第十六條條文修正草案」，對偏鄉地區學校教育經費、教師專業發展經費、學校辦理課後照顧服務經費，給予全額補助，以落實教育機會均等。是否有當？敬請公決。 
3725,4,教育部組織法第七條條文修正草案,2021/12/10,2021/12/10,交付審查,0,0,0,1,王婉諭,陳椒華,邱顯智,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,教育部組織法第七條條文修正草案,本院時代力量黨團，有鑑於我國自 1990 年起進行一連串的台灣教育改革（簡稱教改），包含法令、師資、課程、教學和招生等方面，均有重大的變革。而教育乃國家發展之重要基礎，應由具有專業能力與前瞻視野人才領導教育政策制定、規劃、推動與執行，且影響我國社會安定與經濟發展至鉅。有鑑於自 1998 年實施教改至今，大學生人數暴增、流浪教師數增加、技職體系崩壞等問題出現，以致教改期待的適性揚才目標，成效有限。此乃與相關部會司長之領導能力和前瞻格局有高度相關。我國雖曾於 101 年修正《教育部組織法》，然而卻僅有資科司長得以聘任專科以上學校之教授擔任。有鑑於部分司別之業務，亟須具有相關領域之教育實務與專業能力，方能順利策劃該司教育業務，以利有效達成教育基本法「協助個人追求自我實現」、「保障人民學習及受教育之權利」和「健全教育體制」之立法目的。為因應時代變遷，除「資訊及科技教育司長」得以聘任具有專科以上學校教授資格之領域專家學者之外，其他如「高等教育司」、「技術及職業教育司」、「終身教育司」、「國際及兩岸教育司」和「師資培育及藝術教育司」之司長亦建議比照辦理，得以聘任有相關領域之教育實務與專業能力之專科以上學校教授，以期能儘速解決教育之根源問題與大力推動教育改革措施。爰擬具「教育部組織法第七條條文修正草案」。是否有當？敬請公決。 
3809,4,大學法第九條條文修正草案,2021/12/24,2022/5/19,委員會審竣,0,1,1,0,范雲,林宜瑾,,,,,,,,,,,,,,,,,,,,賴品妤,陳秀寳,吳思瑤,高嘉瑜,周春米,張廖萬堅,蔡易餘,黃秀芳,莊瑞雄,王美惠,吳琪銘,沈發惠,湯蕙禎,張宏陸,洪申翰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大學法第九條條文修正草案,本院委員范雲、林宜瑾等 17 人，鑑於大學校長引領學校校務方針制定、願景擘劃與校務推行，其遴選對學生權益及教育品質影響甚鉅，然現狀校內代表幾為教師代表，對學生意見之重視嚴重不足；另私立大學遴選委員會在現行規範下，多數為董事會強勢掌握，已失去遴選之意義。為確保校長遴選委員會之多元性，並傳達校內不同族群之多元意見，同時兼顧高等教育治理追求學術自由之目的，並保障學生參與校務及各項基本權利，強化學生自治組織之自主性，以深化校園民主，爰擬具「大學法第九條條文修正草案」。是否有當？敬請公決。 
3836,4,高級中等教育法第三十二條條文修正草案,2021/12/24,2021/12/24,交付審查,0,0,0,0,范雲,林宜瑾,伍麗華,,,,,,,,,,,,,,,,,,,王美惠,吳琪銘,陳歐珀,陳秀寳,黃秀芳,吳玉琴,沈發惠,洪申翰,張廖萬堅,湯蕙禎,蘇巧慧,許智傑,邱議瑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高級中等教育法第三十二條條文修正草案,本院委員范雲、林宜瑾、伍麗華 Saidhai Tahovecahe 等 16 人，鑑於教師不論服務於公立或私立學校，其勞動條件皆應受到合理保障，然現行《高級中等教育法》第三十二條針對教師每週授課時數規範未涵括私立學校教師。部分私立學校藉此提高教師每週授課節數，縮減校內教師員額聘任，漠視教師應有勞動權利，更影響學生受教權。是故，為友善教師勞動環境及學生受教權，爰提出「高級中等教育法第三十二條條文修正草案」。是否有當？敬請公決。 
