ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
1057,2,就業保險法第十九條之二條文修正草案,2020/9/18,2021/12/24,三讀,1,1,1,0,廖婉汝,,,,,,,,,,,,,,,,,,,,,洪孟楷,林德福,徐志榮,鄭天財,謝衣鳯,林思銘,陳玉珍,曾銘宗,鄭正鈐,李貴敏,林文瑞,陳雪生,李德維,溫玉霞,吳斯懷,吳怡玎,費鴻泰,呂玉玲,林為洲,鄭麗文,游毓蘭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,就業保險法第十九條之二條文修正草案,本院委員廖婉汝等 22 人，鑑於我國近年人口問題逐漸浮現，將衝擊國家的經濟、教育、社會、政治、安全等各層面，少子化已成為國安危機。探究年輕人不願意生育的主因為擔心經濟無法負擔，根據行政院提出的《我國少子女化對策計畫（107 年─111 年）》，其結論便可歸納出減輕父母生育子女的經濟負擔，是解決少子化問題的重點之一。另外，台灣總生育率目前僅在 1 左右徘迴（每位婦女平均一生只生 1 個小孩），若要突破此困境，政策上不只要鼓勵生育，更應該要鼓勵第二胎以上生育。爰擬具「就業保險法第十九條之二條文修正草案」，以降低生育二胎以上家庭之經濟負擔，提升國人生育意願。是否有當？敬請公決。
1095,2,食品安全衛生管理法第十五條條文修正草案,2020/9/25,2020/12/24,二讀,0,1,1,0,謝衣鳯,,,,,,,,,,,,,,,,,,,,,馬文君,孔文吉,翁重鈞,林德福,洪孟楷,陳玉珍,呂玉玲,萬美玲,徐志榮,林文瑞,吳怡玎,林思銘,李德維,魯明哲,張育美,鄭正鈐,游毓蘭,廖婉汝,溫玉霞,吳斯懷,鄭天財,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,食品安全衛生管理法第十五條條文修正草案,本院委員謝衣鳯等 22 人，根據中央畜產會統計，台灣 2017年平均每人吃掉 36.5 公斤的豬肉，尤其國人比外國嗜吃內臟，而婦女生產後坐月子吃很多，所以應該針對國人飲食習慣，以及心血管疾病患者等高風險族群，評估健康風險，而不是用一般民眾整體平均值來宣稱要吃下多少量才可能超標。其次，我國養豬產業的年產值高達 756 億元，長期位居我國單項農產品首位，約占畜牧產值的 46%，且占整體農業產值的 14%，養豬產業重要性不言可喻，所以政府之前積極防範非洲豬瘟，但對於開放瘦肉精美豬對農業的衝擊，卻未見完整的衝擊評估，只看到政府宣稱將投入百億產業基金來穩定本土養豬業，卻未見具體計畫。政府說CODEX的萊克多巴胺標準是「大多數國家」都接受的國際標準，實際上只有 26 個國家接受，而且在世界貿易組織（WHO）也明訂各國本可基於國民健康與風險管理之需要，在基於合理的科學證據與風險評估後，可以採取比國際標準建議更嚴格的國家標準。爰提出「食品安全衛生管理法」第十五條，禁止含瘦肉精的豬肉進口，以保障國人健康及保護農業。是否有當？敬請公決。 
1101,2,行政院組織法增訂第十二條之一條文草案,2020/9/25,2020/9/29,交付審查,0,0,0,0,范雲,,,,,,,,,,,,,,,,,,,,,何欣純,蘇治芬,吳琪銘,賴惠員,林楚茵,管碧玲,洪申翰,林淑芬,陳明文,羅致政,吳玉琴,莊瑞雄,鍾佳濱,余天,陳秀寳,王美惠,陳歐珀,黃國書,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,行政院組織法增訂第十二條之一條文草案,本院委員范雲等 19 人，有鑑於我國已於 96 年簽署「消除對婦女一切形式歧視公約」（CEDAW），其第 23 號一般性建議指出，婦女參與政治和公共生活的比例應達到 30%至 35%；為確保政府施政關注多元面向，提升婦女平等參與擔任高階內閣，爰擬具「行政院組織法增訂第十二條之一條文草案」。是否有當？敬請公決。 
1200,2,性別工作平等法第十五條條文修正草案,2020/10/6,2021/12/28,三讀,1,1,1,0,蔣萬安,鄭正鈐,洪孟楷,魯明哲,,,,,,,,,,,,,,,,,,吳斯懷,馬文君,林為洲,林文瑞,李德維,鄭天財,呂玉玲,陳玉珍,游毓蘭,謝衣鳯,吳怡玎,溫玉霞,廖婉汝,李貴敏,張育美,鄭麗文,萬美玲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第十五條條文修正草案,本院委員蔣萬安、鄭正鈐、洪孟楷、魯明哲等 21 人，有鑑於我國生育率低、少子化現象越趨嚴重，當前法令及國家政策對於母嬰保障仍有不足，為使婦女提高生育意願、保護孕婦與胎兒健康，並提升配偶參與育嬰之比例，落實性別平等俾健全家庭發展，爰提出「性別工作平等法第十五條」條文修正草案，將「產假」由現行 8週延長為14週，「產檢假」改為由婦女自由運用之「產前假」由 5 天增為 8 天、延長配偶陪產假為 7 日、增加配偶陪產檢假 5 日。是否有當？敬請公決。 
1248,2,食品安全衛生管理法第二十二條條文修正草案,2020/10/23,2020/12/24,二讀,0,1,1,0,廖婉汝,,,,,,,,,,,,,,,,,,,,,林德福,楊瓊瓔,謝衣鳯,李德維,徐志榮,溫玉霞,翁重鈞,孔文吉,曾銘宗,江啟臣,林奕華,羅明才,賴士葆,蔣萬安,鄭正鈐,陳玉珍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,食品安全衛生管理法第二十二條條文修正草案,本院委員廖婉汝等17人，鑑於政府宣布於110年01月01日開放含萊克多巴胺美豬及 30 月齡以上的美國牛肉進口。萊克多巴胺是一種乙型受體素，俗稱「瘦肉精」它有心律不整及血壓增高等不良的副作用，當政府決策要開放含瘦肉精豬肉進口時，應考量國人日常飲食習慣，以及婦女坐月子時，多食用豬隻內臟作為調養身體之補品等風俗習慣。貿然開放含乙型受體素之豬肉進口，恐使國人健康暴露於食品安全風險之中。爰擬具「食品安全衛生管理法第二十二條條文」修正草案，要求市售產品一律強制標示是否含有乙型受體素（瘦肉精）之聲明，以維護國人健康。是否有當？敬請公決。 
1552,2,性別工作平等法第十五條條文修正草案,2020/12/4,2021/12/28,三讀,1,1,1,0,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,游毓蘭,萬美玲,費鴻泰,林奕華,林德福,魯明哲,廖婉汝,謝衣鳯,吳怡玎,馬文君,洪孟楷,陳以信,鄭天財,鄭正鈐,林思銘,徐志榮,羅明才,李德維,呂玉玲,蔣萬安,林文瑞,溫玉霞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第十五條條文修正草案,本院委員楊瓊瓔等 23 人，有鑑於少子化為國安危機，為鼓勵國人生育，政府應打造良好育兒職場環境。惟現行「性別工作平等法第十五條」，雇主給予女性受僱者分娩前後產假「八星期」，其計算方式包含勞工應享有之周休二日，若扣除周休二日共十六天，產假實際上僅剩四十天，恐無法提供婦女產後完整休養。然「公務人員請假規則」中，婦女分娩前後產假以「天數」計算，計算方式並不包含六日，致兩者產假計算方式，顯有不平等之處，實有修法之必要。爰提案修正「性別工作平等法第十五條」，將產假由現行八星期提升為十星期，以鼓勵婦女生產，完善婦女生育權益。是否有當？敬請公決。 
1676,2,加值型及非加值型營業稅法第八條條文修正草案,2020/12/4,2020/12/4,交付審查,0,0,0,1,王婉諭,邱顯智,陳椒華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,加值型及非加值型營業稅法第八條條文修正草案,"本院時代力量黨團，有鑑於「月經不平等」現象，即女性因月經此一與男性先天不同的生理現象，而於身體與財務上受到不同於男性的影響，以及勞動部統計資料亦顯示，2019 年臺灣男女性每月平均薪資差距達高9,645 元，女性在現有薪資結構有受到明顯之不平等待遇，加上因為先天生理之差異，須較男性多支付經期生理用品費用，實增加女性財務負擔。此外，有民間團體調查指出，經濟因素影響社會弱勢女性的經期生理用品選擇，有部分女性為了節省花費，而拉長經期生理用品的使用時間，不僅增加生理期的不適感，也提高婦女疾病及造成其他身心健康負面影響之風險。然而，我國目前針對經期生理用品，包括衛生棉、衛生棉條、衛生棉墊、月經量杯、布衛生棉、生理褲及月經內褲等，仍課徵加值型營業稅，實不利於改善女性因生理現象而遭受的身體與財務上之影響。為解決「月經不平等」現象、保障女性權益、減輕女性財務負擔及促進性別實質平等，爰擬具「加值型及非加值型營業稅法第八條條文修正草案」。是否有當？敬請公決。 "
2074,3,幼兒教育及照顧法第四條條文修正草案,2021/3/19,2022/5/31,三讀,1,1,1,0,羅致政,莊瑞雄,何志偉,伍麗華,,,,,,,,,,,,,,,,,,莊競程,陳明文,蘇巧慧,江永昌,邱議瑩,王美惠,張廖萬堅,賴品妤,蔡適應,范雲,湯蕙禎,羅美玲,陳秀寳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,幼兒教育及照顧法第四條條文修正草案,本院委員羅致政、莊瑞雄、何志偉、伍麗華 Saidhai Tahovecahe 等 17 人，鑒於「消除對婦女一切形式歧視公約施行法」之規定與性別主流化政策，落實政府決策機制中考量性別的平衡性，爰提出「幼兒教育及照顧法第四條」條文修正草案。是否有當？敬請公決。 
2090,3,優生保健法第二條及第九條條文修正草案,2021/3/19,2021/3/19,交付審查,0,0,0,0,廖婉汝,,,,,,,,,,,,,,,,,,,,,張育美,曾銘宗,翁重鈞,鄭天財,李德維,吳怡玎,萬美玲,陳以信,吳斯懷,魯明哲,游毓蘭,溫玉霞,林思銘,徐志榮,呂玉玲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,優生保健法第二條及第九條條文修正草案,本院委員廖婉汝等 16 人，鑑於我國少子化趨勢日益嚴重，政府應極力排出造成生育率降低之因素。查「優生保健法第九條」雖為減少家庭及社會之嚴重問題暨維護母子之健康，而有條件允許懷孕婦女施行合理之人工流產，但允許條件應有較嚴格之規範，以保障胎兒之生存權，爰擬具「優生保健法第二條及第九條條文修正草案」，將懷孕婦女施行人工流產應具備之條件納入專業評估。是否有當？敬請公決。 
2145,3,性別工作平等法第三十八條條文修正草案,2021/3/26,2021/3/26,交付審查,0,0,0,0,趙正宇,林俊憲,賴惠員,,,,,,,,,,,,,,,,,,,林楚茵,陳超明,余天,高嘉瑜,邱顯智,李昆澤,鄭天財,陳雪生,蘇巧慧,黃秀芳,羅美玲,高虹安,湯蕙禎,張廖萬堅,張其祿,蘇震清,黃世杰,王婉諭,陳秀寳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第三十八條條文修正草案,本院委員趙正宇、林俊憲、賴惠員等 22 人，鑑於女性勞工之生理假、產假、哺（集）乳時間等相關規定係消除性別歧視、促進實質平等之重要措施，亦為《消除對婦女一切形式歧視公約》、《母性保護公約》及我國憲法之要求。惟現行性別工作平等法第三十八條僅對違法雇主處新臺幣二萬元以上三十萬元以下罰鍰，衡諸相關規範體系，有輕重失衡之嫌，爰擬具「性別工作平等法第三十八條條文修正草案」，期能有效嚇阻違法情事，落實性別工作權之平等。是否有當？敬請公決。 
2218,3,就業保險法第三十條條文修正草案,2021/4/6,2021/4/6,交付審查,0,0,0,0,呂玉玲,萬美玲,,,,,,,,,,,,,,,,,,,,蔣萬安,徐志榮,廖國棟,溫玉霞,林奕華,吳斯懷,孔文吉,林德福,張育美,陳玉珍,鄭麗文,游毓蘭,羅明才,陳以信,陳雪生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,就業保險法第三十條條文修正草案,本院委員呂玉玲、萬美玲等 17 人，鑒於現行勞工請領相關失業給付時需檢附二次以上的求職證明，惟有關特殊失業者，包括殘疾人、婦女、高齡者和青年等弱勢族群，其求職時往往因先天弱勢部分，導致求職困難，進而無法提供二次以上的求職證明，造成無法請領失業給付，陷入經濟生活困境。爰擬具「就業保險法第三十條條文修正草案」，明定符合就業服務法第二十四條特定對象失業者，於申請失業給付及失業認定時，提供之求職紀錄為一次以上。是否有當？敬請公決。 
2219,3,勞工保險條例第七十四條之二條文修正草案,2021/4/6,2021/4/6,交付審查,0,0,0,0,廖婉汝,,,,,,,,,,,,,,,,,,,,,翁重鈞,廖國棟,徐志榮,曾銘宗,李德維,鄭天財,鄭正鈐,謝衣鳯,張育美,陳雪生,楊瓊瓔,許淑華,林德福,陳以信,萬美玲,吳斯懷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勞工保險條例第七十四條之二條文修正草案,本院委員呂玉玲、萬美玲等 17 人，鑒於現行勞工請領相關失業給付時需檢附二次以上的求職證明，惟有關特殊失業者，包括殘疾人、婦女、高齡者和青年等弱勢族群，其求職時往往因先天弱勢部分，導致求職困難，進而無法提供二次以上的求職證明，造成無法請領失業給付，陷入經濟生活困境。爰擬具「就業保險法第三十條條文修正草案」，明定符合就業服務法第二十四條特定對象失業者，於申請失業給付及失業認定時，提供之求職紀錄為一次以上。是否有當？敬請公決。 
2220,3,就業服務法第五十二條條文修正草案,2021/4/6,2021/4/6,交付審查,0,0,0,0,廖婉汝,,,,,,,,,,,,,,,,,,,,,張育美,鄭正鈐,廖國棟,曾銘宗,楊瓊瓔,許淑華,謝衣鳯,李德維,鄭天財,林德福,翁重鈞,陳雪生,徐志榮,陳椒華,吳斯懷,萬美玲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,就業服務法第五十二條條文修正草案,本院委員呂玉玲、萬美玲等 17 人，鑒於現行勞工請領相關失業給付時需檢附二次以上的求職證明，惟有關特殊失業者，包括殘疾人、婦女、高齡者和青年等弱勢族群，其求職時往往因先天弱勢部分，導致求職困難，進而無法提供二次以上的求職證明，造成無法請領失業給付，陷入經濟生活困境。爰擬具「就業保險法第三十條條文修正草案」，明定符合就業服務法第二十四條特定對象失業者，於申請失業給付及失業認定時，提供之求職紀錄為一次以上。是否有當？敬請公決。 
2280,3,性別工作平等法第十五條條文修正草案,2021/4/16,2021/12/28,三讀,1,1,1,0,賴惠員,蔡易餘,羅致政,,,,,,,,,,,,,,,,,,,沈發惠,張宏陸,吳琪銘,蘇巧慧,吳玉琴,莊競程,羅美玲,黃國書,邱泰源,邱志偉,洪申翰,張廖萬堅,王美惠,許智傑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第十五條條文修正草案,本院委員賴惠員、蔡易餘、羅致政等 17 人，鑒於我國生育率長年下降，民國 109 年更首度出現人口負成長，凸顯少子女化問題已成為國安危機，然檢視現行法規對於產假、產檢假及陪產假之規範與國際趨勢相差甚鉅，為鼓勵婦女提高生育意願，提升孕婦照護並營造友善職場生育環境，爰擬具「性別工作平等法第十五條條文修正草案」。是否有當？敬請公決。 
2324,3,性別工作平等法第二十條條文修正草案,2021/4/16,2021/4/16,交付審查,0,0,0,0,劉建國,莊競程,楊曜,吳琪銘,,,,,,,,,,,,,,,,,,蔡易餘,陳瑩,陳椒華,陳明文,洪申翰,黃秀芳,趙天麟,陳歐珀,吳玉琴,邱泰源,江永昌,蘇震清,賴惠員,余天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第二十條條文修正草案,本院委員劉建國、莊競程、楊曜、吳琪銘等 18 人，鑑於民國91 年開始實施性別工作平等法後，有效提升婦女勞動參與，惟目前性別工作平等法第二十條規定受僱者於其家庭成員預防接種、發生嚴重之疾病或其他重大事故須親自照顧時，得請七天家庭照顧假，公務人員據此於「公務人員請假規則」第三條定有家庭照顧假每年准給七日，其中七日給薪，惟「勞工請假規則」有關勞工家庭照顧假係併入無薪事假來計算，標準明顯大不相同，益發突顯勞工的相對被剝奪感。為建構友善家庭的就業措施，因應高齡化社會及提高生育率，基於工作平等權益，爰擬具「性別工作平等法第二十條條文修正草案」，明定家庭照顧假其中七日薪資照給，以衡平公私部門勞動權益，並為營造友善生養之職場環境，爰就生養二名以上子女之勞工，於其子女滿三歲前，有家庭照顧之需求者，每一年度額外核給七日家庭照顧假。是否有當？敬請公決。 
2352,3,國籍法第十五條及第十九條條文修正草案,2021/4/23,2021/4/23,交付審查,0,0,0,0,羅美玲,,,,,,,,,,,,,,,,,,,,,趙正宇,湯蕙禎,林俊憲,陳瑩,王美惠,蔡易餘,何志偉,伍麗華,吳玉琴,許智傑,羅致政,余天,郭國文,王婉諭,黃世杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國籍法第十五條及第十九條條文修正草案,本院委員羅美玲等 16 人，為保障已歸化我國之國人相關權益，另有鑑台灣新住民人數持續增長，為確保新住民之基本人權，落實《消除對婦女一切歧視公約》中政府應減少產生無國籍人士之規定，爰提案修正「國籍法」第十五條及第十九條條文。是否有當？敬請公決。 
2504,3,優生保健法部分條文修正草案,2021/5/7,2021/5/7,交付審查,0,0,0,0,管碧玲,范雲,,,,,,,,,,,,,,,,,,,,蘇震清,湯蕙禎,賴品妤,鍾佳濱,何志偉,邱議瑩,莊瑞雄,王美惠,賴惠員,游毓蘭,張其祿,蔡壁如,林宜瑾,邱顯智,王婉諭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,優生保健法部分條文修正草案,本院委員管碧玲、范雲等 17 人，有鑑於現行的優生保健法之「優生」一詞恐有被誤解具歧視身心障礙、特殊疾病、遺傳性疾病者之疑義，且我國於一○一年一月一日起施行消除對婦女一切形式歧視公約施行法，使聯合國消除對婦女一切形式歧視公約的條文內容，具有國內法律的效力。該公約第二十四號建議條文第十四條明定締約國之公私營保健部門應保障婦女獲得保健之權利；此包括締約國不應以婦女未徵得丈夫、伴侶、父母或衛生當局的同意為由，限制婦女獲得保健服務之權益。為使本法隨之與時俱進，保障婚姻關係內雙方身體自主權之行使，爰將法律名稱改為「生育保健法」，並擬具「優生保健法部分條文修正草案」。是否有當？敬請公決。 
,3,優生保健法第九條條文修正草案,2021/5/7,2021/5/7,交付審查,0,0,0,1,賴香伶,張其祿,高虹安,邱臣遠,蔡壁如,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,優生保健法第九條條文修正草案,本院民眾黨黨團，鑑於我國於民國100年5月20日制定之消除對婦女一切形式歧視公約施行法確立《CEDAW》具有內國法效力，該公約第十二條要求應消除在保健方面對婦女之歧視，另憲法增修條文第十條第六項亦對促進兩性實質平等有所要求，故現行優生保健法第九條仍保有已婚婦女接受人工流產手術，須經配偶同意之規定，顯與兩性實質平等之要求不符，爰擬具「優生保健法第九條條文修正草案」。是否有當？敬請公決。 
2702,3,性別工作平等法第十五條條文修正草案,2021/5/31,2021/12/28,三讀,1,1,1,0,李昆澤,楊曜,黃世杰,沈發惠,吳思瑤,,,,,,,,,,,,,,,,,劉世芳,陳瑩,伍麗華,鄭運鵬,郭國文,湯蕙禎,何欣純,羅美玲,莊瑞雄,黃國書,邱泰源,張廖萬堅,陳素月,許智傑,陳歐珀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第十五條條文修正草案,本院委員李昆澤、楊曜、黃世杰、沈發惠、吳思瑤等 20 人，有鑑於完善生育環境以因應少子化困境，提升孕婦與胎兒照護成為國家重點之一，衛生福利部已規劃將產檢補助項目與次數同步增加與提升，故為配合預防保健產檢次數，使職場婦女安心懷孕平安生產，勞工職場機制需營造友善生養環境，爰提出「性別工作平等法第十五條條文修正草案」，增加有薪產檢假日數。是否有當？敬請公決。 
2744,3,性別工作平等法第十五條條文修正草案,2021/5/31,2021/12/28,三讀,1,1,1,0,鄭正鈐,,,,,,,,,,,,,,,,,,,,,洪孟楷,鄭天財,翁重鈞,萬美玲,林文瑞,林奕華,吳斯懷,李德維,廖國棟,謝衣鳯,費鴻泰,溫玉霞,游毓蘭,許淑華,高虹安,張其祿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第十五條條文修正草案,本院委員鄭正鈐等 17 人，鑑於美國中央情報局（CIA）近日公布，台灣育齡婦女僅生 1.07 個子女，生育率全球排名倒數第一，而國發會人口推估報告也警示，國人近年婚育狀況不理想，若再不有效提高生育率，少子化將導致台灣面臨人口老化的國安危機。少子化問題，不只是經濟、社會的問題而已，與國家安全、國防軍事息息相關，尤其近來面對中共軍事壓力，政府不可不謹慎面對人口結構遽減，導致的國安危機，宜建構保障生育的政策環境，使育齡婦女無後顧之憂，爰擬具「性別工作平等法第十五條條文修正草案」。是否有當？敬請公決。 
2843,4,中華民國刑法施行法第九條之一條文修正草案,2021/10/1,2022/4/19,三讀,1,1,1,0,陳亭妃,,,,,,,,,,,,,,,,,,,,,李昆澤,吳思瑤,張廖萬堅,林岱樺,陳明文,江永昌,黃秀芳,何志偉,湯蕙禎,劉櫂豪,楊曜,吳玉琴,劉建國,鄭運鵬,羅致政,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中華民國刑法施行法第九條之一條文修正草案,本院委員陳亭妃等 16 人，為落實「消除對婦女一切形式歧視公約」，以及避免法律條文中出現嚴重歧視與影響女性尊嚴之不當、不合時宜之用詞，爰擬具「中華民國刑法施行法」第九條之一條文修正草案，修正該用詞為「性交易場所」。是否有當？請公決案。 
2861,4,民法部分條文修正草案,2021/10/1,2021/12/22,委員會審查,0,0,1,0,萬美玲,,,,,,,,,,,,,,,,,,,,,李德維,賴士葆,曾銘宗,洪孟楷,林德福,吳斯懷,游毓蘭,林奕華,溫玉霞,林為洲,廖婉汝,鄭正鈐,許淑華,徐志榮,吳怡玎,陳玉珍,馬文君,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,民法部分條文修正草案,本院委員萬美玲等 18 人，鑒於現行民法親屬篇請求贍養費之規定，以夫妻「無過失」之一方，因「判決離婚」而「陷於生活困難」者為限，始得請求，贍養費之認定條件門檻過於嚴苛，實務上贍養費之請求相當困難，且現行法有關贍養費制度之規定，自公布施行以來未曾修正，已不符現實之需求，應與時俱進，爰擬具「民法部分條文修正草案」，放寬贍養費之請求條件，減輕或免除贍養義務人給付義務事由，增訂贍養費給付程度之權衡依據、請求權之消滅事由及時效，以落實消除對婦女一切形式歧視公約 CEDAW 之精神。是否有當？敬請公決。 
2863,4,性別工作平等法第十五條條文修正草案,2021/10/1,2021/12/28,三讀,1,1,1,0,萬美玲,徐志榮,,,,,,,,,,,,,,,,,,,,曾銘宗,李德維,溫玉霞,李貴敏,吳斯懷,洪孟楷,游毓蘭,林奕華,鄭正鈐,張育美,吳怡玎,羅明才,陳以信,許淑華,翁重鈞,陳玉珍,馬文君,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第十五條條文修正草案,本院委員萬美玲、徐志榮等 19 人，鑒於少子化已成國安問題，惟目前性別工作平等法第十五條規定之產假八星期及產檢假五日恐無法提供婦女產檢及產後休養之需，且現行法亦無規範配偶陪產檢假之規定，因此受僱者如有陪伴配偶產檢之需求者，須自行請事假或特休假，並不支薪，導致男性因缺乏制度支持，在配偶孕程中較難全程參與，綜上所述皆不利於鼓勵國人生育。爰擬具「性別工作平等法第十五條條文修正草案」，將現行產假由八星期延長至十星期，產檢假及陪產假由現行五日延長為一星期，並增訂配偶陪產檢假為一星期，讓爸爸也能參與孕產過程共同分擔生育責任，不再讓媽媽獨自承擔懷孕壓力，藉此完善生育環境以鼓勵國人生育。是否有當？敬請公決。 
2927,4,民法部分條文修正草案,2021/10/8,2021/12/22,委員會審查,0,0,1,0,游毓蘭,,,,,,,,,,,,,,,,,,,,,李德維,溫玉霞,吳斯懷,林思銘,洪孟楷,鄭天財,林為洲,陳雪生,吳怡玎,鄭正鈐,呂玉玲,廖婉汝,曾銘宗,楊瓊瓔,翁重鈞,魯明哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,民法部分條文修正草案,本院委員葉毓蘭等 17 人，有鑑於國家之婚姻法律制度，應合乎國人、民情對正義之追求，立法院因應大法官釋憲，刪除刑法通姦罪之後，宜修訂對和婚姻外第三人合意性交或破壞婚姻圓滿安全及幸福者之實質制裁機制，以拉近法律正義與社會通念之距離。另外，為與時俱進符合消除對婦女一切形式歧視公約第二十九號一般性建議之意旨，修正有關贍養費之法律規定。爰擬具「民法部分條文修正草案」。是否有當？敬請公決。 
3042,4,民法部分條文修正草案,2021/10/1,2021/12/22,委員會審查,0,0,1,0,萬美玲,,,,,,,,,,,,,,,,,,,,,李德維,賴士葆,曾銘宗,洪孟楷,林德福,吳斯懷,游毓蘭,林奕華,溫玉霞,林為洲,廖婉汝,鄭正鈐,許淑華,徐志榮,吳怡玎,陳玉珍,馬文君,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,民法部分條文修正草案,本院委員萬美玲等 18 人，鑒於現行民法親屬篇請求贍養費之規定，以夫妻「無過失」之一方，因「判決離婚」而「陷於生活困難」者為限，始得請求，贍養費之認定條件門檻過於嚴苛，實務上贍養費之請求相當困難，且現行法有關贍養費制度之規定，自公布施行以來未曾修正，已不符現實之需求，應與時俱進，爰擬具「民法部分條文修正草案」，放寬贍養費之請求條件，減輕或免除贍養義務人給付義務事由，增訂贍養費給付程度之權衡依據、請求權之消滅事由及時效，以落實消除對婦女一切形式歧視公約 CEDAW 之精神。是否有當？敬請公決。
3044,4,性別工作平等法第十五條條文修正草案,2021/10/1,2021/12/28,三讀,1,1,1,0,萬美玲,徐志榮,,,,,,,,,,,,,,,,,,,,曾銘宗,李德維,溫玉霞,李貴敏,吳斯懷,洪孟楷,游毓蘭,林奕華,鄭正鈐,張育美,吳怡玎,羅明才,陳以信,許淑華,翁重鈞,陳玉珍,馬文君,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,性別工作平等法第十五條條文修正草案,本院委員萬美玲、徐志榮等 19 人，鑒於少子化已成國安問題，惟目前性別工作平等法第十五條規定之產假八星期及產檢假五日恐無法提供婦女產檢及產後休養之需，且現行法亦無規範配偶陪產檢假之規定，因此受僱者如有陪伴配偶產檢之需求者，須自行請事假或特休假，並不支薪，導致男性因缺乏制度支持，在配偶孕程中較難全程參與，綜上所述皆不利於鼓勵國人生育。爰擬具「性別工作平等法第十五條條文修正草案」，將現行產假由八星期延長至十星期，產檢假及陪產假由現行五日延長為一星期，並增訂配偶陪產檢假為一星期，讓爸爸也能參與孕產過程共同分擔生育責任，不再讓媽媽獨自承擔懷孕壓力，藉此完善生育環境以鼓勵國人生育。是否有當？敬請公決。 
