ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
856,2,原住民身分法第八條條文修正草案,2005/12/23,2005/12/30,交付審查,0,0,0,0,廖國棟,張慶忠,林正二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林正峰,吳成典,翁重鈞,何智輝,紀國棟,林滄敏,陳根德,徐少萍,廖婉汝,蔡正元,蘇起,李復興,林益世,吳敦義,黃昭順,林建榮,呂學樟,李嘉進,黃志雄,朱鳳芝,許舒博,楊瓊瓔,吳松柏,郭素春,劉政鴻,李全教,朱俊曉,黃健庭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員廖國棟、張慶忠、林正二等 35人,為原住民身分法 係為認定原住民身分,保障原住民權益,依該法第二條揭槳 原住民身分之認定以血緣為原則,故規定台灣光復前其本人 或直系血親尊親屬屬於原住民身分者,認定為山地或平地原 住民;然該法自九十年一月一日施行後,屢出現認定上之爭 議,特別是有關當事人之直系血親尊親屬確屬原住民身分, 卻礙於該法施行前不當之行政命令且在該法施行前死亡,致 直系子孫無法如願回復取得原住民身分,爱提出「原住民身 分法」第八條條文修正案,增訂取得身分之彌補措施,俾真 正落實保障原住民身分權益。是否有當?敬請公決。"
905,2,財團法人原住民族文化事業基金會設置條例草案,2006/1/6,2007/12/21,三讀,1,1,1,0,孔文吉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白添枝,丁守中,謝文政,黃昭順,林正峰,徐少萍,吳英毅,朱鳳芝,洪玉欽,黃德福,曹爾忠,蔡家福,曹壽民,李嘉進,朱俊曉,帥化民,侯彩鳳,吳育昇,吳松柏,章仁香,劉盛良,林建榮,蔡錦隆,吳成典,羅明才,楊仁福,林春德,郭素春,李復興,黃志雄,王昱婷,吳敦義,伍錦霖,林鴻池,邱鏡淳,陳根德,翁重鈞,費鴻泰,楊瓊瓔,黃健庭,吳清池,邱毅,蘇起,紀國棟,,,,,,,,,,,,,,,,,,,,"本院委員孔文吉等 45人,為促進原住民族之民族教育文化, 保障原住民媒體機構之健全與穩定發展,爱依據原住民族教 育法第二十九條第一項規定:「為設置原住民族專屬頻道及 經營文化傳播媒體事業,以傳承原住民族文化教育,中央原 住民族機關應編列經費及接受私人或法人團體之捐助,成立 財團法人原住民族文化事業基金會」及原住民族基本法第十 二條第一項規定:「政府應保障原住民族傳播及媒體近用權 ,成立財團法人原住民族文化事業基金會,規劃辦理原住民 族專屬及使用族語之傳播媒介與機構。」爱擬具「財團法人 原住民族文化事業基金會設置條例草案」,是否有當,敬請 公決。"
1079,3,刑事訴訟法第一百五十五條條文修正草案,2006/5/12,2006/5/12,交付審查,0,0,0,0,紀國棟,邱鏡淳,何智輝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,曹壽民,鄭國忠,陳秀卿,黃偉哲,廖本煙,陳銀河,黃昭順,陳志彬,朱鳳芝,林炳坤,李鎮楠,李敖,楊瓊瓔,吳敦義,黃健庭,黃志雄,蔡正元,周守訓,林春德,孔文吉,藍美津,陳根德,劉盛良,翁重鈞,徐少萍,洪秀柱,蘇起,羅明才,林正峰,葉芳雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員顏清標、王淑慧、藍美津、王幸男等 66人,針對台 灣的福佬文化,從日據時代以來,先後遭到日本政府「殖民 政策」的踩 與踐踏以及「國語政策」之強勢推行,包括文 化之傳承發揚、人才教育之規劃培養、語文之保存及推廣、 民俗禮儀與宗教研究等都長期處在被壓抑和被扭曲的艱困環 境之中,至今逐漸消失、凋零。本席等認為,前述福佬文化 復興各類相關工作,亟待政府成立專責機構統籌規劃辦理, 爱參考政府成立行政院原住民族委員會、行政院客家委員會 之模式,擬具行政院福佬委員會組織條例草案,是否有當? 請公決。"
1083,3,公寓大廈管理條例第五十七條條文修正草案,2006/5/12,2006/5/12,交付審查,0,0,0,0,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,謝文政,劉文雄,李鴻鈞,高金素梅,林惠官,曹壽民,吳志揚,雷倩,張慶忠,徐少萍,白添枝,吳育昇,洪秀柱,陳銀河,賴士葆,黃義交,郭素春,趙良燕,蔡正元,蔡家福,廖國棟,吳松柏,周守訓,吳敦義,楊瓊瓔,黃健庭,李敖,林耘生,孫大千,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃宗源、唐碧娥等 35人,有鑒於「自由貿易港區設 置管理條例」第十二條第二項中規定,應僱用百分之五的原 住民勞工,此一原住民保障條款不僅根本沒有辦法保障原住 民之真正權益,且事實上該條文窒礙難行,因此,為有效落 實原住民工作機會暨鼓勵廠商進駐自由貿易港區的意願。爱 此,特擬具「自由貿易港區設置管理條例第十二條修正條文 」草案,將百分之五門檻刪除,並增訂具有原住民身分之勞 工朋友應優先任用。是否有當,請公決案。"
1117,3,公民投票法第二條及第十七條條文修正草案,2006/5/19,2007/12/21,二讀,0,1,1,0,李慶華,李慶安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,曹爾忠,吳英毅,吳松柏,林德福,朱俊曉,侯彩鳳,趙良燕,林滄敏,費鴻泰,江義雄,李鴻鈞,廖婉汝,蔡勝佳,雷倩,蔣孝嚴,柯淑敏,高思博,林正二,呂學樟,柯俊雄,白添枝,伍錦霖,吳清池,江連福,林正峰,羅明才,蘇起,邱鏡淳,謝國樑,陳杰,盧秀燕,顧崇廉,黃健庭,邱毅,陳志彬,李嘉進,黃昭順,葉芳雄,李敖,吳敦義,張碩文,紀國棟,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團,針對臺灣地區老年人口比例逐年增 加,所得分配卻不斷惡化,特別是原住民族家戶所得未隨國 內經濟發展同步成長,使原住民族老年人口經濟安全問題益 形嚴重。因此在國民年金制度尚未訂定以前,實有必要提高 政府對老年原住民族之經濟扶助,作為過渡時期老人經濟安 全制度之前置措施。 擬具原住民敬老福利生活津貼暫行條 例部分條文修正草案,將現行老年原住民津貼發放金額由每 月三千元提高至每月一萬元;是否有當,敬請公決。"
1181,4,公職人員選舉罷免法部分條文修正草案,2006/9/29,2007/11/6,三讀,1,1,1,1,曾永權,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院國民黨黨團,有鑒於現行「公職人員選舉罷免法」中若 干規定如山胞應更名為原住民、刪除省選委會、配合修憲廢 除國民大會代表選舉,以及將立法委員選舉方式變更為單一 選區兩票制等,均使本法部分條文已因情事變更而有修正之 必要;爱提出「公職人員選舉罷免法」部分條文修正草案, 是否有當?敬請 公決。"
1192,4,原住民族自治法草案,2006/10/13,2006/10/24,復議,0,0,0,0,楊仁福,曾華德,林春德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江義雄,費鴻泰,林鴻池,陳朝容,林正二,侯彩鳳,劉盛良,林滄敏,蔡錦隆,吳英毅,賴士葆,李慶安,謝國樑,曹爾忠,吳清池,鄭金玲,羅明才,江連福,林德福,帥化民,孔文吉,吳松柏,吳成典,林郁方,林建榮,許舒博,李鴻鈞,徐少萍,謝文政,鍾紹和,白添枝,紀國棟,廖婉汝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員楊仁福、曾華德、林春德等 36人,為推動原住民族 自治,健全原住民族自治區發展,爱擬「原住民族自治法」 草案,是否有當,請公決之。"
1193,4,原住民族工作權保障法部分條文修正草案,2006/10/13,2007/12/21,二讀,0,1,1,0,楊仁福,曾華德,林春德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,費鴻泰,林鴻池,許舒博,廖婉汝,林正二,江連福,謝文政,謝國樑,侯彩鳳,羅明才,江義雄,陳朝容,林滄敏,吳清池,吳松柏,蔡錦隆,吳英毅,賴士葆,白添枝,林建榮,李慶安,曹爾忠,鄭金玲,紀國棟,李鴻鈞,林德福,林郁方,帥化民,徐少萍,吳成典,孔文吉,鍾紹和,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員楊仁福、曾華德、林春德等 35人,為促進原住民族 就業,爱修正「原住民族工作權保障法」部分條文,是否有 當?敬請公決。"
1204,4,行政院衛生署組織法第六條之一條文修正草案,2006/10/20,2006/10/20,交付審查,0,0,0,0,廖國棟,陳瑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳秀惠,徐少萍,盧秀燕,楊瓊瓔,蔡正元,郭素春,黃志雄,羅明才,吳清池,蘇起,江義雄,王昱婷,費鴻泰,楊仁福,王塗發,呂學樟,朱鳳芝,劉盛良,吳松柏,邱鏡淳,廖婉汝,林建榮,謝文鄭,吳成典,侯彩鳳,李嘉進,沈智慧,孔文吉,吳敦義,吳志揚,蔡家福,伍錦霖,黃昭順,林正二,李永萍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員廖國棟、陳瑩等 37 人,為行政院衛生署組織法第六 條之一第四款,關於山地離島地區健康照護制度之規劃、推 動事項,其中以「山地」為單位進行我國原住民地區健康照 護制度之規劃、推動,不符合目前所有原住民族之權益,爱 提出行政院衛生署組織法第六條之一修正草案,是否有當? 敬請公決。"
1229,4,原住民族工作權保障法第八條條文修正草案,2006/10/20,2007/12/21,二讀,0,1,1,1,高金素梅,顏清標,陳進丁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團,擬具「原住民族工作權保障法修正 案」,針對原住民族所成立之合作社應給予更適切之保障, 以落實輔導原住民合作社之實,故修正本法第八條,是否有 當,敬請公決。"
1230,4,公職人員選舉罷免法部分條文修正草案,2006/10/20,2007/11/6,三讀,1,1,1,1,顏清標,陳進丁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團,鑑於憲法增修條文第四條第一項及 第二項之規定,自第七屆立法院起我國立法委員之選舉制度 已改採「單一選區兩票制」,並將「山胞」更名為「原住民 」,惟公職人員選舉罷免法之相關規定並未隨之更改。爱擬 具「公職人員選舉罷免法修正草案」,確保第七屆立法委員 選舉之順利進行,是否有當,敬請公決。"
1317,4,就業服務法第二十四條及第二十六條條文修正草案,2006/12/12,2006/12/12,交付審查,0,0,0,0,林鴻池,王昱婷,張麗善,林建榮,林正峰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳啟昱,林正二,顧崇廉,林滄敏,盧秀燕,陳銀河,王塗發,吳成典,費鴻泰,劉銓忠,謝文政,洪秀柱,朱鳳芝,孔文吉,蔡家福,何智輝,黃志雄,丁守中,趙良燕,郭素春,陳秀卿,蘇起,徐少萍,孫大千,李慶安,伍錦霖,蔡正元,帥化民,李嘉進,楊仁福,陳秀惠,李復興,謝國樑,張慶惠,呂學樟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林鴻池、王昱婷、張麗善、林建榮、林正峰等 40人 ,鑑於《就業服務法》第二十四條規定,主管機關對於負擔 家計婦女、中高齡者、身心障礙者、原住民及生活扶助戶中 有工作能力者應致力促進其就業,必要時得發給相關津貼或 補助金,但現今社會中,單親家庭日益增多,負擔家計者包 括單親媽媽及單親爸爸,且單親爸爸在單親家長中佔約 45% ,若忽略此部分,將會因眾多單親父親的高失業率而造成更 多社會問題。爱修正《就業服務法》第24條及 26條,將「 獨力負擔家計者」納入促進就業之保障。是否有當?請公決"
1361,4,財團法人原住民族文化事業基金會設置條例草案,2006/12/29,2007/12/21,三讀,1,1,1,1,高金素梅,顏清標,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團擬具「財團法人原住民族文化事業基 金會設置條例草案」,請審議案。"
1455,5,自由貿易港區設置管理條例第十二條條文修正草案,2007/3/23,2007/7/19,二讀,0,1,1,0,王塗發,陳憲中,潘孟安,蔡其昌,廖本煙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳啟昱,朱鳳芝,吳秉叡,陳景峻,林志嘉,湯火聖,黃偉哲,蔡同榮,劉寬平,黃宗源,管碧玲,彭紹瑾,盧博基,吳富貴,李明憲,尤清,鄭朝明,吳明敏,黃淑英,田秋堇,趙永清,莊碩漢,鄭國忠,林重謨,林淑芬,謝明源,徐國勇,顏文章,黃劍輝,侯水盛,王榮璋,盧天麟,陳明真,鄭運鵬,邱創進,林育生,高建智,莊和子,王淑慧,張花冠,郭正亮,謝欣霓,張慶惠,張俊雄,陳重信,許榮淑,吳志揚,黃昭輝,郭林勇,唐碧娥,藍美津,陳銀河,徐中雄,尹伶瑛,林樹山,魏明谷,吳松柏,蔡啟芳,許舒博,王幸男,江昭儀,郭俊銘,高志鵬,"本院委員王塗發、陳憲中、潘孟安、蔡其昌、廖本煙等 71人 ,鑑於自由貿易港區自設立以來,各港區招商結果不盡理想 ,其原因之一為現行規定原住民勞工佔總勞工人數需達百分 之五以上,影響廠商進駐港區的意願甚巨。為增加廠商對自 由貿易港區之投資,促進我國經濟發展, 擬具「自由貿易 港區設置管理條例第十二條條文修正草案」,是否有當,敬 請公決。"
1485,5,老人福利法第二條條文修正草案,2007/4/10,2007/5/18,二讀,0,1,1,0,楊仁福,曾華德,廖國棟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,謝文政,林德福,吳清池,翁重鈞,張碩文,蔣孝嚴,林志嘉,帥化民,蘇起,費鴻泰,吳育昇,謝國樑,江義雄,林南生,黃德福,吳英毅,吳志揚,伍錦霖,張慶忠,李敖,林春德,黃昭順,吳松柏,郭素春,李嘉進,呂學樟,邱鏡淳,吳成典,李復興,雷倩,吳敦義,徐少萍,劉盛良,李慶安,盧秀燕,林滄敏,侯彩鳳,周守訓,林益世,丁守中,林建榮,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,"本院委員楊仁福、曾華德、廖國棟等 45人,為落實照顧原住 民老人生活,符合原住民社會需要,爱增訂老人福利法第二 條但書規定,具原住民身分之老人的年齡應調降為55歲,是 否有當,敬請公決。"
1493,5,行政院原住民族委員會組織條例第三條條文修正草案,2007/4/10,2007/4/10,交付審查,0,0,0,0,曾華德,楊仁福,陳瑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林德福,黃昭順,翁重鈞,侯彩鳳,帥化民,林滄敏,孫大千,尹伶瑛,陳銀河,徐少萍,張麗善,陳朝容,吳清池,沈智慧,楊瓊瓔,陳明真,朱鳳芝,吳成典,劉盛良,盧秀燕,林建榮,蔣孝嚴,廖婉汝,林正二,魏明谷,趙良燕,費鴻泰,蔡家福,林益世,紀國棟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員曾華德、楊仁福、陳瑩等 33人,為台灣原住民與國 際間之交流,因礙於人才的缺乏,以致無法大力展開,因此 為提昇台灣原住民族之國際地位,並培養原住民族之國際人 才,讓台灣原住民與世界各國原住民接軌,爱提出「行政院 原住民族委員會組織條例第三條條文修正草案」。是否有當 ,敬請公決。"
1536,5,原住民族基本法部分條文修正草案,2007/5/4,2007/5/4,交付審查,0,0,0,0,曾華德,孔文吉,廖國棟,楊仁福,林正二,林春德,,,,,,,,,,,,,,,,,,,,,,,,,,,,劉盛良,徐少萍,張碩文,伍錦霖,陳杰,蔡家福,李紀珠,謝文政,尹伶瑛,白添枝,吳松柏,羅世雄,葉芳雄,李嘉進,廖婉汝,江丙坤,曹爾忠,洪玉欽,陳秀卿,楊瓊瓔,雷倩,鍾紹和,林鴻池,吳英毅,吳成典,李復興,蔡錦隆,羅明才,陳秀惠,蔣孝嚴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員曾華德、孔文吉、楊仁福、林正二、廖國棟、林春 德等36人,為原住民族基本法自公布施行以來,各中央部會 推動困難,反有損原住民族權益,特提出「原住民族基本法 部分條文修正草案」,是否有當?敬請 公決。"
1580,5,財團法人台灣原住民族經濟發展研究院設置條例草案,2007/5/25,2007/12/21,復議,0,0,0,0,廖國棟,楊仁福,邱鏡淳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔣孝嚴,黃德福,蔡家福,孔文吉,楊瓊瓔,郭素春,林建榮,洪秀柱,紀國棟,蘇起,費鴻泰,吳志揚,丁守中,徐少萍,吳成典,黃昭順,陳秀卿,王淑慧,孫大千,周守訓,朱鳳芝,林益世,盧秀燕,蔡錦隆,呂學樟,李嘉進,羅明才,曾華德,吳清池,林正二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員廖國棟、楊仁福、邱鏡淳等 33人,為加強我國對於 台灣原住民族經濟之研究,提供政府策訂原住民族經濟之策 略,進而增進台灣原住民族之經濟發展,特擬具「財團法人 台灣原住民族經濟發展研究院設置條例」草案,是否有當? 敬請公決。"
1618,5,原住民敬老福利生活津貼暫行條例第三條條文修正草案,2007/6/8,2007/6/8,交付審查,0,0,0,1,曾燦燈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院台灣團結聯盟黨團,為保障老年原住民之經濟安全,爱 擬具「原住民敬老福利生活津貼暫行條例第三條條文修正草 案」,使老年原住民與就養榮民、退休公教人員一致,每月 得比照就養榮民領取一萬三千五百五十元,其領取之原住民 敬老福利生活津貼亦享有優惠存款之福利。是否有當,敬請 公決。"
1696,6,原住民族工作權保障法部分條文修正草案,2007/9/11,2007/9/11,交付審查,0,0,0,0,林育生,沈智慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吳明敏,林鴻池,唐碧娥,謝明源,吳清池,盧秀燕,侯彩鳳,彭添富,魏明谷,黃偉哲,陳銀河,陳志彬,林樹山,郭玟成,張麗善,湯火聖,王塗發,陳朝容,藍美津,鄭金玲,陳朝龍,杜文卿,邱鏡淳,紀國棟,廖本煙,郭素春,鄭朝明,高志鵬,蔡其昌,許榮淑,莊和子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林育生、沈智慧、羅志明等 35人,基於原住民族工 作權保障法中,依政府或依採購法得標廠商需依一定比例進 用原住民,未足額聘僱者須繳納代金規定,依實務上原住民 所佔總勞動人口是否足額供應市場需求不無疑慮。此外,針 對特定產業類別以及地區,以一般性法律保障在台灣分布不 平均的原住民工作權,其實會導致某些公司因產業特性、地 區性(原住民偏少)之不同,而無法足額聘僱(據原委會統 計以台北市、台南縣市、雲林縣居多)原住民。保障法中為 保障原住民工作權利,訂有人數達一定規模之政府或得標廠 ,須有保障原住民之名額,若未足額聘僱,則須繳納「代金 」,而未聘足保障名額所生之代金,係依本法規定「乘以每 月基本工資計算」,以勞委會擬調整基本工資待遇,所可能 衍生代金負擔之增加,對依政府採購法得標廠商,而需負擔 之代金,無疑雪上加霜,因此以「代金」保障原住民工作之 方式,實當全面性檢討,爱研擬廠商應函請主管機關推介( 強制性暢通工作媒合),及公開徵用原住民之資訊,期間逾 三個月以上未能完全足額聘僱者,免繳代金,以取得盱衡現 狀與原住民工作者權利之平衡。是否有當?敬請公決。"
1738,6,公益彩券發行條例第八條條文修正草案,2007/10/19,2007/10/19,交付審查,0,0,0,0,藍美津,沈智慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湯火聖,葉芳雄,高建智,王世勛,曾燦燈,馮定國,陳朝龍,盧秀燕,吳清池,邱鏡淳,黃志雄,劉盛良,吳成典,林滄敏,張麗善,何智輝,黃昭順,鄭朝明,陳啟昱,顏文章,賴幸媛,黃誠,吳富貴,洪秀柱,廖國棟,廖本煙,章仁香,杜文卿,陳朝容,楊仁福,潘孟安,魏明谷,林正二,尹伶瑛,朱鳳芝,羅明才,陳銀河,孔文吉,曹來旺,莊和子,陳志彬,吳明敏,呂學樟,王幸男,趙良燕,謝明源,郭玟成,江義雄,侯彩鳳,紀國棟,高志鵬,,,,,,,,,,,,,"本院委員藍美津、沈智慧等 53人,為保障社會弱勢者取得公 益彩券經銷商資格、防止人頭戶情形,並擴大身心障礙者、 低收入單親家庭及原住民就業機會,特提出「公益彩券發行 條例第八條」條文修正草案,公益彩券經銷商之遴選,應以 具工作能力之身心障礙者、原住民及低收入單親家庭為限; 經銷商僱用員工,應以具工作能力之配偶、直系血親、身心 障礙者、原住民及低收入單親家庭為限。是否有當,敬請公 決。"
1834,6,原住民族地區建設條例草案,2007/11/30,2007/11/30,交付審查,0,0,0,1,顏清標,高金素梅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團、委員高金素梅擬具「原住民族地區 建設條例草案」,是否有當,敬請公決。"
1835,6,原住民族自治法草案,2007/11/30,2007/11/30,交付審查,0,0,0,1,顏清標,高金素梅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團、委員高金素梅擬具「原住民族自治 法草案」,是否有當,敬請公決。"
