ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
1375,4,工會法第四條條文修正草案,2007/1/5,2007/12/21,二讀,0,1,1,0,賴幸媛,盧天麟,余政道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃義交,傅崐萁,謝國樑,趙良燕,張昌財,王世勛,陳志彬,林德福,洪奇昌,尹伶瑛,郭林勇,林淑芬,鄭運鵬,黃淑英,王榮璋,黃偉哲,黃宗源,廖本煙,何敏豪,羅志明,何智輝,曾燦燈,沈發惠,高建智,劉寬平,尤清,黃鄭哲,林耘生,王塗發,陳銀河,柯淑敏,蔡其昌,陳瑩,蘇起,林育生,顏清標,璋線要,蔣孝嚴,林建榮,蔡豪,陳憲中,徐國勇,李鴻鈞,吳清池,柯俊雄,呂學樟,郭玟成,鍾榮吉,盧博基,許榮淑,劉文雄,曹來旺,侯水盛,蔡勝佳,高金素梅,鄭國忠,林滄敏,孫大千,洪玉欽,陳朝容,王昱婷,賴士葆,郭正亮,"本院委員賴幸媛、盧天麟、余政道等 92人,有鑒於我國公私 立學校教師、政府公務人員迄今仍不得依法組織工會,有違 國際公約與憲法對基本人權之保障,爱擬具「工會法第四條 條文修正草案」。是否有當?敬請公決。"
1420,5,中華民國各級學校家長參與教育事務法草案,2007/3/2,2007/3/2,交付審查,0,0,0,0,黃昭順,楊麗環,李復甸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朱鳳芝,許榮淑,王淑慧,唐碧娥,莊和子,徐少萍,費鴻泰,吳清池,曹爾忠,江連福,吳英毅,陳朝容,曹壽民,林滄敏,蔡正元,吳松柏,帥化民,黃淑英,李鴻鈞,蘇起,林南生,江義雄,翁重鈞,吳成典,羅明才,陳秀卿,傅崐萁,謝文政,林正峰,黃德福,吳志揚,白添枝,周守訓,廖國棟,藍美津,潘維剛,雷倩,林淑黁,田秋堇,陳秀惠,趙良燕,陳銀河,林德福,陳朝龍,侯彩鳳,何智輝,孔文吉,林正二,,,,,,,,,,,,,,,,"本院委員黃昭順、楊麗環、李復甸等 51人,依據教育基本法 第二條:為實現教育目的,國家、教育機構、教師、父母應 負協助之責任。第八條:國民教育階段內,家長負有輔導子 女之責任;並得為其子女之最佳福祉,依法律選擇受教育之 方式、內容及參與學校教育事務之權利。為確立家長代表參 與地方及學校教育事務之法源,家長得以積極參與地方及學 校教育之決策、與行政人員、教師攜手合作、維護孩子的學 習權,成為學校教育的合夥人。 擬具「中華民國各級學校 家長參與教育事務法草案」,是否有當,敬請公決?"
1427,5,中華民國各級學校家長參與教育事務法草案,2007/3/9,2007/3/9,交付審查,0,0,0,0,羅世雄,江義雄,林正峰,洪玉欽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃昭順,張昌財,顏清標,陳杰,陳銀河,陳秀卿,紀國棟,許舒博,林滄敏,林德福,廖婉汝,楊仁福,王昱婷,楊麗環,蘇起,李紀珠,趙良燕,周守訓,吳志揚,潘維剛,蔡豪,吳敦義,江連福,吳成典,侯彩鳳,張慶忠,伍錦霖,曹爾忠,章仁香,羅明才,吳英毅,帥化民,黃德福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員羅世雄、江義雄、林正峰、洪玉欽等 37人,為貫徹 學生家長行使教育選擇權及參與權,保障學生學習權與受教 權,本於親權延伸之自然權利,依據教育基本法第二條:為 實現教育目的,國家、教育機構、教師、父母應負協助之責 任;以及第八條:國民教育階段內,家長負有輔導子女之責 任;並得為其子女之最佳福祉,依法律選擇受教育之方式、 內容及參與學校教育事務之權利。特擬具「中華民國各級學 校家長參與教育事務法」草案,是否有當,敬請公決!"
1505,5,教育經費編列與管理法第二條、第三條及第十三條條文修正草案,2007/4/13,2007/12/10,委員會審查,0,0,1,0,藍美津,盧秀燕,沈智慧,王昱婷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,何智輝,陳景峻,蔡其昌,林益世,陳朝龍,顏文章,曹來旺,王世勛,陳啟昱,王淑慧,郭玟成,蔡家福,杜文卿,尹伶瑛,羅世雄,湯火聖,林育生,吳清池,李昆澤,許榮淑,陳銀河,徐少萍,張慶惠,鄭朝明,林鴻池,朱鳳芝,劉盛良,林炳坤,高建智,江義雄,丁守中,廖本煙,林正二,羅明才,趙良燕,黃志雄,紀國棟,蔡正元,陳明真,郭榮宗,王幸男,,,,,,,,,,,,,,,,,,,,,,,"本院委員藍美津、盧秀燕、沈智慧、王昱婷等 45人,有鑒於 民國84年「教育經費編列與管理法」制訂後,目前各級政府 教育經費是以「籌編時之前三年度決算歲入淨額平均值之 21.5%」計算,但扣除 93%的人事費用、土地徵收與興建校舍 經費後,實際用在每位學生身上的經費實在少之又少。爱此 ,特提出「教育經費編列與管理法」第二條、第三條及第十 三條條文修正草案,排除舊制教師退撫經費支出,而各級政 府教育經費預算合計應不低於該年度預算籌編時之前三年度 國民生產毛額(GNP)平均值的 6%計算,其中非人事經費在 各級政府不得低於其教育預算之10%,並應落實教育經費專 款專用,以提升教育經費之運用績效。是否有當,敬請公決"
1575,5,學校教職員退休條例第十八條條文修正草案,2007/5/25,2007/5/25,交付審查,0,0,0,0,呂學樟,雷倩,廖婉汝,楊瓊瓔,朱鳳芝,沈智慧,丁守中,,,,,,,,,,,,,,,,,,,,,,,,,,,林樹山,侯彩鳳,李復興,陳朝容,楊仁福,紀國棟,盧秀燕,邱鏡淳,張麗善,吳清池,李嘉進,黃義交,羅世雄,林正二,伍錦霖,徐少萍,王昱婷,孫大千,趙良燕,曾華德,孔文吉,馮定國,陳志彬,吳成典,廖國棟,葉芳雄,陳明真,蘇起,林益世,許舒博,蔡啟芳,李慶安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員呂學樟、雷倩、廖婉汝、楊瓊環、朱鳳芝、沈智慧 、丁守中等39人,為確保護理教師之退休權益,特提案修正 「學校教職員退休條例」第十八條相關條文,是否有當?敬 請公決。"
1583,5,職業學校法第十一條條文修正草案,2007/5/25,2007/12/21,復議,0,0,0,0,洪秀柱,江義雄,盧秀燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,帥化民,梅長錡,蔡錦隆,章仁香,林鴻池,劉盛良,趙良燕,李慶安,紀國棟,侯彩鳳,林益世,孫大千,郭素春,邱鏡淳,楊仁福,柯俊雄,朱鳳芝,費鴻泰,林滄敏,孔文吉,陳秀卿,林德福,徐少萍,羅世雄,林建榮,伍錦霖,劉銓忠,楊麗環,林正二,黃昭順,吳松柏,李嘉進,吳清池,李復甸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員洪秀柱、江義雄、盧秀燕等 37人,針對高中職現職 教師進入職場後,即無法申請異動任教學校,致多數離鄉背 井教師,欲調回居住地附近學校任教不易,難兼家庭照顧之 責,影響工作至鉅。期比照國民教育法第十八條於「高級中 學法暨職業學校法」增列遷調介聘規定,以解決高中職現職 教師是項問題,特擬具職業學校法第十一條修正草案,是否 有當,請公決案。"
1584,5,高級中學法第二十一條條文修正草案,2007/5/25,2007/6/12,復議,0,0,0,0,洪秀柱,江義雄,盧秀燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朱鳳芝,帥化民,紀國棟,蔡錦隆,章仁香,林鴻池,劉盛良,吳成典,趙良燕,黃德福,李慶安,羅明才,侯彩鳳,林益世,孫大千,郭素春,邱鏡淳,楊仁福,柯俊雄,費鴻泰,林滄敏,孔文吉,陳秀卿,林德福,徐少萍,羅世雄,林建榮,伍錦霖,劉銓忠,楊麗環,林正二,黃昭順,吳松柏,李嘉進,吳清池,李復甸,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員洪秀柱、江義雄、盧秀燕等 39人,針對高中職現職 教師進入職場後,即無法申請異動任教學校,致多數離鄉背 井教師,欲調回居住地附近學校任教不易,難兼家庭照顧之 責,影響工作至鉅。期比照國民教育法第十八條於「高級中 學法暨職業學校法」增列遷調介聘規定,以解決高中職現職 教師是項問題,特擬具高級中學法第二十一條修正草案,是 否有當,請公決案。"
1774,6,高級中學法第二十一條條文修正草案,2007/11/2,2007/12/14,三讀,1,1,1,1,郭素春,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院國民黨黨團,針對高中職現職教師進入職場後,即無法 申請異動任教學校,致多數離鄉背井教師,欲調回居住地附 近學校任教不易,難兼家庭照顧之責,影響工作至鉅。期比 照國民教育法第十八條於「高級中學法暨職業學校法」增列 遷調介聘規定,以解決高中職現職教師是項問題,特擬具高 級中學法第二十一條修正草案,是否有當,請公決案"
1775,6,職業學校法第十一條條文修正草案,2007/11/2,2007/12/14,三讀,1,1,1,1,郭素春,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院國民黨黨團,針對高中職現職教師進入職場後,即無法 申請異動任教學校,致多數離鄉背井教師,欲調回居住地附 近學校任教不易,難兼家庭照顧之責,影響工作至鉅。期比 照國民教育法第十八條於「高級中學法暨職業學校法」增列 遷調介聘規定,以解決高中職現職教師是項問題,特擬具職 業學校法第十一條修正草案,是否有當,請公決案。"
1797,6,大學法第二條、第五條及第二十一條條文修正草案,2007/11/16,2007/11/16,交付審查,0,0,0,0,藍美津,王昱婷,沈智慧,曾燦燈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吳明敏,紀國棟,林淑芬,湯火聖,顏文章,莊碩漢,杜文卿,魏明谷,朱鳳芝,羅世雄,侯水盛,陳秀惠,盧秀燕,陳明真,陳銀河,黃誠,趙良燕,陳朝容,王塗發,彭添富,莊和子,鄭朝明,尹伶瑛,郭玟成,賴幸媛,蔡其昌,張麗善,徐少萍,王世勛,劉盛良,吳清池,章仁香,林正二,鄭金玲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員藍美津、王昱婷、沈智慧、曾燦燈等 38人,有鑑於 技職校院的專業研究能力,應配合企業需求,並順應科技創 新與國際化的趨勢而提升,但目前無論是「大學法」,抑或 是「大學評鑑辦法」,對於各大學評鑑及教師評鑑之類別均 採一致性規定,並未將一般大學與科技大學區隔,無法提升 技職校院學生之專業技能。爱此,特提出大學法第二條、第 五條及第二十一條條文修正草案,增訂大學評鑑及教師評鑑 之類別應依一般大學與科技大學性質分別規劃之。是否有當 ,敬請公決。"
