ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
759,2,老年農民福利津貼暫行條例第四條及第七條條文修正草案,2005/11/4,2005/12/13,三讀,1,1,1,1,柯建銘,趙良燕,陳景峻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院民主進步黨黨團,擬具「老年農民福利津貼暫行條例」 第四條及第七條條文修正草案,將老年農民福利津貼,由每 月四千元提高為每月五千元。是否有當,敬請公決。"
760,2,老年農民福利津貼暫行條例第四條條文修正草案,2005/11/4,2005/12/13,三讀,1,1,1,0,翁重鈞,洪玉欽,林正峰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,馮定國,李慶華,蔡錦隆,張碩文,羅世雄,白添枝,曹壽民,梅長錡,吳英毅,吳育昇,黃德福,李紀珠,潘維剛,黃昭順,林滄敏,葉芳雄,張慶忠,林鴻池,林德福,吳清池,蔡家福,孔文吉,吳志揚,楊仁福,吳松柏,何智輝,章仁香,黃敏惠,劉銓忠,林建榮,吳光訓,吳成典,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員翁重鈞、洪玉欽、林正峰等 37人,鑒於農民對台灣 農作生產的貢獻甚大,然農收所得較一般所得平均為低。且 現今符合福利津貼發放人數亦逐年下降中,加上經濟仍持續 不景氣。為使農民老年生活得有效維持基本生活,對老農津 貼發放數額應提高至新臺幣五千元一事,特提案修正老年農 民福利津貼暫行條例第四條。是否有當,敬請公決。"
761,2,老年農民福利津貼暫行條例第四條及第六條條文修正草案,2005/11/4,2005/12/13,三讀,1,1,1,1,林炳坤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團,針對臺灣地區老年人口比例逐年增 加,所得分配卻不斷惡化,特別是農民家戶所得隨國內經濟 結構轉型快速減少,顯示老年農民經濟安全問題益形嚴重。 因此在國民年金制度尚未訂定以前,實有必要提高政府對老 年農民之經濟扶助,作為過渡時期老人經濟安全制度之前置 措施。爱擬具老年農民福利津貼暫行條例部分條文修正草案 ,將現行老年農民津貼發放金額由每月四千元提高至每月一 萬元;是否有當,敬請公決。"
767,2,農民健康保險條例第五條條文修正草案,2005/11/11,2005/11/11,交付審查,0,0,0,0,林滄敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳銀河,周守訓,章仁香,王昱婷,翁重鈞,盧秀燕,徐少萍,羅志明,林建榮,蔡正元,鄭朝明,黃健庭,紀國棟,黃志雄,伍錦霖,吳成典,黃昭順,徐耀昌,楊瓊瓔,吳清池,李全教,賴幸媛,楊仁福,廖本煙,邱創進,江連福,李敖,陳瑩,蔡豪,廖婉汝,郭素春,何智輝,邱鏡淳,朱鳳芝,洪秀柱,羅世雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林滄敏等 37人,鑒於農委會執行農民健康保險,對 於年滿六十五歲以上老農民加保,不管九十歲或一百歲,仍 必須每年實際從事農業工作時間合計達九十日以上始能加保 ,既嚴苛又不符人性。農民一生辛苦農耕,必須做到老死, 才能繼續享有農保,有達農民健康保險條例規定之意旨。為 維護老年農民之健康,爱特提案修正「農民健康保險條例第 五條修正草案」如附件,是否有當,請公決案。"
795,2,農民健康保險條例第十二條條文修正草案,2005/11/18,2005/11/18,交付審查,0,0,0,0,蔡勝佳,黃健庭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,劉銓忠,翁重鈞,章仁香,郭素春,黃昭順,楊仁福,帥化民,鍾紹和,孔文吉,伍錦霖,林正二,陳根德,張碩文,鄭金玲,趙良燕,徐少萍,邱鏡淳,徐耀昌,劉政鴻,林建榮,吳志揚,紀國棟,柯淑敏,陳志彬,呂學樟,吳光訓,李復興,吳敦義,傅崐萁,高思博,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員蔡勝佳、黃健庭等 32人,有鑑於農民為台灣農業的 辛苦付出及貢獻,卻因年邁收入減少,卻仍為生計打拚之情 形,爱此,為肯定老農為台灣農業的貢獻,特擬具「農民健 康保險條例第十二條」條文修正草案,明定年滿65歲之農民 其農民健康保險之保險費由政府全額補助,是否有當?敬請 公決。"
826,2,加值型及非加值型營業稅法第九條條文修正草案,2005/12/6,2007/12/21,三讀,1,1,1,1,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,為照顧農民,提振國內農業發展,爱提案 修正加值型及非加值型營業稅法第九條,俾使進口肥料、農 藥亦免徵營業稅。"
919,2,加值型及非加值型營業稅法第八條條文修正草案,2006/1/11,2007/12/21,三讀,1,1,1,0,蔡勝佳,沈智慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李鴻鈞,張顯耀,黃義交,高思博,何智輝,吳英毅,林滄敏,郭素春,吳敦義,黃志雄,鍾紹和,林建榮,白添枝,邱毅,張碩文,黃昭順,伍錦霖,費鴻泰,章仁香,趙良燕,吳清池,帥化民,吳志揚,柯淑敏,陳秀卿,廖婉汝,陳根德,林正二,蔡豪,李永萍,鄭金玲,紀國棟,楊瓊瓔,李敖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員蔡勝佳、沈智慧等 36人,有鑑於農民販售自行栽種 盆栽,以賺取經費維持家計,惟因在收據上書寫為盆栽,卻 被稅捐機關認定為應徵營業稅範疇,爱此,特擬具「加值型 及非加值型營業稅法」第八條修正草案,增加農民販售自行 栽種之「盆栽」屬於免稅項目之一,以減輕農民負擔,是否 有當?敬請公決。"
951,3,農業發展條例刪除第三十一條及修正第三十九條條文草案,2006/3/17,2006/12/22,三讀,1,1,1,0,蔡勝佳,鍾紹和,李全教,林正峰,沈智慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃偉哲,徐耀昌,呂學樟,伍錦霖,劉銓忠,徐少萍,陳志彬,黃健庭,李鴻鈞,高思博,黃義交,周守訓,廖婉汝,郭素春,翁重鈞,張碩文,吳清池,林春德,趙良燕,李永萍,陳根德,黃志雄,費鴻泰,章仁香,紀國棟,林正二,蔡豪,李敖,何智輝,吳英毅,林滄敏,謝國樑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員蔡勝佳、鍾紹和、李全教、林正峰、沈智慧等 37人 ,有鑑於「農業發展條例」第三十一條規定限制耕地所有權 移轉登記之相關規定,不符合公平原則,已嚴重影響農民權 益,爱此,特擬具「農業發展條例」第三十一條及第三十九 條修正草案,是否有當?敬請公決。"
1029,3,全民健康保險法第二十七條條文修正草案,2006/4/21,2006/4/21,交付審查,0,0,0,0,林樹山,林淑芬,江昭儀,鄭國忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳重信,陳明真,莊和子,吳富貴,鄭運鵬,徐國勇,吳秉叡,王塗發,林進興,謝欣霓,盧天麟,田秋堇,曹來旺,張慶惠,吳松柏,高建智,李昆澤,謝明源,王幸男,張川田,葉宜津,魏明谷,郭俊銘,潘孟安,蔡啟芳,陳銀河,賴幸媛,黃適卓,王淑慧,蔡同榮,陳朝龍,郭玟成,盧博基,郭榮宗,陳啟昱,鄭朝明,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林樹山、林淑芬、江昭儀、鄭國忠等 40人,為農民 勞苦功高,且為了經濟的發展與民生需求長期犧牲奉獻,然 而當全民經濟發展之後,因為時空環境變遷,農民的收入大 幅缩水,政府對於農民的照顧卻相當有限,實在愧對農民。 在進入WTO後,農業所得將更為微薄,為照顧年老農民,爱 提出「全民健康保險法」修法提案,由政府負擔 65 歲以上農 民9成之保險費,以使收入微薄的農民,生活有所改善。是 否有當?敬請公決。"
1044,3,農民健康保險條例第十二條條文修正草案,2006/4/21,2006/4/21,交付審查,0,0,0,0,林樹山,林淑芬,江昭儀,鄭國忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳重信,陳明真,莊和子,吳富貴,鄭運鵬,徐國勇,吳秉叡,王塗發,林進興,謝欣霓,盧天麟,田秋堇,曹來旺,張慶惠,吳松柏,高建智,李昆澤,謝明源,王幸男,張川田,葉宜津,魏明谷,郭俊銘,潘孟安,蔡啟芳,陳銀河,賴幸媛,黃適卓,王淑慧,陳啟昱,湯火聖,林岱樺,郭玟成,郭榮宗,盧博基,陳朝龍,蔡同榮,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林樹山、林淑芬、江昭儀、鄭國忠等 41人,為農民 勞苦功高,且為了經濟的發展與民生需求長期犧牲奉獻,然 而當全民經濟發展之後,因為時空環境變遷,農民的收入大 幅縮水,政府對於農民的照顧卻相當有限,實在愧對農民。 在進入WTO後,農業所得將更為微薄,為照顧年老之農民, 爱提出「農民健康保險條例」修法提案,由政府負擔 65 歲以 上農民9成之保險費,以使收入微薄的農民,生活有所改善 。是否有當?敬請公決。"
1072,3,不動產經紀業管理條例第三十二條條文修正草案,2006/5/5,2007/3/26,委員會審查,0,0,1,0,徐少萍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,柯俊雄,白添枝,丁守中,許舒博,謝文政,周守訓,楊麗環,林建榮,吳敦義,李紀珠,廖國棟,雷倩,黃德福,李慶安,陳杰,何智輝,吳英毅,朱俊曉,廖婉汝,吳志揚,洪秀柱,李永萍,侯彩鳳,郭素春,林益世,帥化民,吳松柏,張碩文,蘇起,陳根德,章仁香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員蔡勝佳、黃健庭等 32人,有鑑於農民為台灣農業的 辛苦付出及貢獻,卻因年邁收入減少,卻仍為生計打拚之情 形,爱此,為肯定老農為台灣農業的貢獻,特擬具「農民健 康保險條例第十二條」條文修正草案,明定年滿65歲之農民 其農民健康保險之保險費由政府全額補助,是否有當?敬請 公決。"
1081,3,老人福利法修正草案,2006/5/12,2007/1/12,三讀,1,1,1,0,王榮璋,趙永清,朱鳳芝,徐中雄,侯彩鳳,賴清德,林鴻池,黃淑英,謝欣霓,王昱婷,沈智慧,潘孟安,羅世雄,林正峰,藍美津,張麗善,盧天麟,,,,,,,,,,,,,,,,,高建智,黃義交,陳重信,吳松柏,林岱樺,鍾紹和,顏文章,鄭朝明,彭添富,林滄敏,鄭金玲,魏明谷,吳明敏,陳銀河,邱鏡淳,陳根德,許榮淑,王淑慧,郭素春,黃宗源,陳朝龍,蔡同榮,羅明才,鄭運鵬,費鴻泰,陳景峻,田秋堇,曹爾忠,陳啟昱,林德福,高金素梅,陳憲中,江昭儀,郭榮宗,林耘生,江義雄,曹來旺,趙良燕,徐少萍,彭紹瑾,楊宗哲,孫大千,楊仁福,廖本煙,邱創進,郭俊銘,鄭國忠,李昆澤,蔡其昌,林濁水,王拓,林樹山,洪奇昌,王世勛,蕭美琴,陳秀惠,林淑芬,沈發惠,陳明真,吳志揚,,,,"本院委員林滄敏等 37人,鑒於農委會執行農民健康保險,對 於年滿六十五歲以上老農民加保,不管九十歲或一百歲,仍 必須每年實際從事農業工作時間合計達九十日以上始能加保 ,既嚴苛又不符人性。農民一生辛苦農耕,必須做到老死, 才能繼續享有農保,有達農民健康保險條例規定之意旨。為 維護老年農民之健康,爱特提案修正「農民健康保險條例第 五條修正草案」如附件,是否有當,請公決案。"
1112,3,刑事訴訟法第一百八十二條條文修正草案,2006/5/19,2006/10/19,委員會審查,0,0,1,0,雷倩,江義雄,黃偉哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鍾紹和,洪秀柱,徐少萍,謝文政,費鴻泰,吳志揚,吳育昇,曾永權,郭素春,白添枝,吳志揚,吳育昇,曾永權,郭素春,白添枝,張慶忠,賴士葆,林惠官,蔡錦隆,曹壽民,陳銀河,潘維剛,黃義交,李鴻鈞,李慶安,李紀珠,林益世,呂學樟,丁守中,邱毅,林滄敏,林郁方,趙良燕,林建榮,蔡家福,孫大千,朱鳳芝,蔡正元,吳成典,郭林勇,林正峰,張碩文,周守訓,王昱婷,吳敦義,陳杰,高思博,張昌財,,,,,,,,,,,,,,,,"本院民主進步黨黨團,擬具「老年農民福利津貼暫行條例」 第四條及第七條條文修正草案,將老年農民福利津貼,由每 月四千元提高為每月五千元。是否有當,敬請公決。"
1113,3,刑事訴訟法部分條文修正草案,2006/5/19,2006/5/19,交付審查,0,0,0,0,李慶華,李慶安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,柯俊雄,柯淑敏,趙良燕,吳清池,白添枝,吳英毅,侯彩鳳,林正峰,呂學樟,吳松柏,林滄敏,李鴻鈞,曹爾忠,林德福,朱俊曉,雷倩,費鴻泰,江義雄,伍錦霖,江連福,廖婉汝,蔡勝佳,羅明才,陳杰,盧秀燕,謝國樑,林正二,邱毅,邱鏡淳,李嘉進,吳敦義,羅世雄,顧崇廉,黃健庭,蘇起,高思博,陳志彬,張碩文,蔣孝嚴,黃昭順,葉芳雄,李敖,紀國棟,,,,,,,,,,,,,,,,,,,,,"本院委員翁重鈞、洪玉欽、林正峰等 37人,鑒於農民對台灣 農作生產的貢獻甚大,然農收所得較一般所得平均為低。且 現今符合福利津貼發放人數亦逐年下降中,加上經濟仍持續 不景氣。為使農民老年生活得有效維持基本生活,對老農津 貼發放數額應提高至新臺幣五千元一事,特提案修正老年農 民福利津貼暫行條例第四條。是否有當,敬請公決。"
1114,3,畜牧法第二十九條條文修正草案,2006/5/19,2007/6/5,三讀,1,1,1,0,劉銓忠,黃健庭,林滄敏,羅世雄,張碩文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃志雄,郭素春,林建榮,丁守中,伍錦霖,曹爾忠,葉芳雄,劉盛良,林正峰,廖婉汝,陳杰,楊瓊瓔,潘維剛,李全教,李復興,曾永權,章仁香,林岱樺,彭添富,侯彩鳳,柯淑敏,鍾紹和,江連福,林炳坤,陳秀卿,趙良燕,白添枝,何智輝,曹來旺,黃昭順,羅明才,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團,針對臺灣地區老年人口比例逐年增 加,所得分配卻不斷惡化,特別是農民家戶所得隨國內經濟 結構轉型快速減少,顯示老年農民經濟安全問題益形嚴重。 因此在國民年金制度尚未訂定以前,實有必要提高政府對老 年農民之經濟扶助,作為過渡時期老人經濟安全制度之前置 措施。爱擬具老年農民福利津貼暫行條例部分條文修正草案 ,將現行老年農民津貼發放金額由每月四千元提高至每月一 萬元;是否有當,敬請公決。"
1120,3,司法人員人事條例第十條及第四十四條條文修正草案,2006/5/26,2006/5/26,交付審查,0,0,0,0,顏文章,林國慶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃偉哲,許榮淑,林郁方,盧天麟,李文忠,林進興,柯俊雄,林益世,羅志明,燦燈,王幸男,陳瑩,林淑芬,郭俊銘,王世堅,林文郎,陳憲中,鄭國忠,吳明敏,王塗發,吳秉叡,莊和子,王榮璋,薛凌,郭玟成,曹來旺,林濁水,謝欣霓,王世勛,高建智,陳重信,杜文卿,王拓,魏明谷,賴清德,彭紹瑾,黃淑英,洪奇昌,田秋堇,沈發惠,蕭美琴,蔡其昌,邱創進,林樹山,李昆澤,陳秀惠,謝明源,潘孟安,陳朝龍,,,,,,,,,,,,,,,"本院委員鄭國忠等 52人,針對我國政府為落實照顧老人生活 ,增進弱勢福祉,設立有關中低收入老人生活津貼、中低收 入老人特別照顧津貼、身心障礙者生活補助費、老年農民福 利津貼、榮民就養金、敬老福利生活津貼等等社會福利及救 助措施,乃基於社會資源分配上強者對弱者的救援之福利思 想,有安定老人生活照護之特定社會安全目的。惟現行強制 執行法中有關「禁止查封之動產」部分,未將上述社會福利 及救助措施納入,有違福利照護原則, 擬具「強制執行法 第五十三條條文修正」草案,是否有當,敬請公決。"
1166,4,農業發展條例增訂第二十九條之一條文草案,2006/9/29,2007/12/21,二讀,0,1,1,1,張麗善,楊宗哲,顏清標,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團,鑑於台灣加入世界貿易組織(WTO )後,國內農產品受到全球農產品競爭,造成原本困窘不已 的農民生活,更是雪上加霜。另外,農業耕作方面,農業機 械的使用,早已取代傳統的人力耕作,間接增加農民的生產 成本,尤其近來全球原物料緊縮,油品價格居高不下,造成 農民生計難以為繼。至於,與農民困境相同的台灣漁業,卻 擁有免徵營業稅、貨物稅外的補貼政策,同時政府亦補貼 14%到 16%的漁業用油補貼優惠。反觀,農業各項機械用油, 卻僅有5%的免徵營業稅減免,顯有不公。為徹底落實政府照 護農民政策,建議仿照漁業法第五十九條精神,其農業動力 用油,應免徵貨物稅。 擬具「農業發展條例第二十九條之 一」新增條文修正案。是否有當,敬請公決。"
1174,4,老年農民福利津貼暫行條例第四條條文修正草案,2006/9/29,2006/9/29,交付審查,0,0,0,0,彭紹瑾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高建智,李鎮楠,王世勛,王世堅,林濁水,薛凌,王塗發,吳秉叡,吳富貴,湯火聖,林育生,盧天麟,陳明真,莊碩漢,林樹山,田秋堇,陳景峻,賴清德,余政道,張慶惠,鄭運鵬,蕭美琴,李昆澤,郭俊銘,邱創進,陳秀惠,蔡其昌,林耘生,陳重信,曹來旺,陳瑩,陳憲中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員彭紹瑾等 33人,為求保障農民應享有之權利,應避 免差別待遇,應享有平等權,特擬具「老年農民福利津貼暫 行條例第四條修正草案」,將該條文第四項刪除,解除八十 七年十一月十三日,已領取社會保險老年給付者,再加入農 民健康保險者或加入勞工保險之漁會甲類會員,不得申請老 年農民福利津貼之限制,是否有當,提請公決。"
1228,4,老年農民福利津貼暫行條例第四條及第六條條文修正草案,2006/10/20,2006/10/20,交付審查,0,0,0,1,廖本煙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院台灣團結聯盟黨團,為保障老年農民之經濟安全,爱擬 具「老年農民福利津貼暫行條例第四條及第六條條文修正草 案」,使老年農民與榮民及退休公教人員一致,其領取之老 農津貼金額提高為每月一萬三千五百五十元,亦享有優惠存 款利率補貼之福利,是否有當,敬請公決。"
1330,4,加值型及非加值型營業稅法第九條條文修正草案,2006/12/15,2007/3/2,交付審查,0,0,0,0,李全教,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃昭順,王昱婷,郭素春,張麗善,徐少萍,陳秀卿,趙良燕,楊瓊瓔,柯淑敏,沈智慧,曾華德,吳光訓,費鴻泰,吳松柏,蘇起,孔文吉,劉銓忠,羅明才,林滄敏,李嘉進,劉盛良,蔡正元,林建榮,謝國樑,林樹山,邱鏡淳,呂學樟,黃義交,林正二,黃志雄,陳根德,吳清池,廖婉汝,孫大千,陳志彬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員李全教等 36人,為照顧農民生計、提振國內農業發 展並提昇國內農畜產業競爭力,特提案修訂「加值型及非加 值型營業稅法」第九條條文修正草案,免徵進口飼料原料營 業稅,是否有當,敬請公決。"
1337,4,老年農民福利津貼暫行條例第四條條文修正草案,2006/12/22,2006/12/22,交付審查,0,0,0,0,郭榮宗,鄭朝明,張麗善,湯火聖,楊瓊瓔,盧秀燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳志彬,廖本煙,吳明敏,江義雄,林滄敏,曾燦燈,張慶惠,杜文卿,呂學樟,陳景峻,曹來旺,侯水盛,許榮淑,林正二,徐少萍,王塗發,趙良燕,孔文吉,吳敦義,陳銀河,黃義交,吳清池,邱鏡淳,魏明谷,紀國棟,林耘生,陳朝龍,郭玟成,謝明源,林樹山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員郭榮宗、鄭朝明、張麗善、湯火聖、楊瓊櫻、盧秀 燕等36人,為增進老農福祉,落實照顧老農生活,特擬具「 老年農民福利津貼暫行條例第四條修正案」,刪除這項規定 ,以期保障晚年生活,維護社會正義。是否有當?敬請公決"
1365,4,海關進口稅則第八十四章增訂增註十四草案,2007/1/5,2007/1/5,交付審查,0,0,0,0,鄭國忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳明真,郭榮宗,陳瑩,蔡其昌,顏文章,陳重信,陳憲中,湯火聖,魏明谷,王拓,黃淑英,蕭美琴,王世勛,李昆澤,林樹山,郭俊銘,賴清德,彭紹瑾,洪奇昌,盧天麟,蔡家福,林淑芬,彭添富,黃宗源,陳銀河,潘孟安,盧博基,陳景峻,藍美津,曹來旺,沈發惠,楊仁福,邱創進,陳秀惠,田秋堇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員鄭國忠等 36人,針對我國加入 WTO之後,農業面 臨進出口之嚴重衝擊與限制,政府應積極輔導農業產業之競 爭力;鑑於目前國內農業生產於進行大型化及自動化時,常 需進口國內無產製之生產設備,但許多設備卻未納入海關進 口稅則免稅範圍,無法享有關稅優惠,造成農民投資成本負 擔與農業發展之限制。基於扶助國內農業發展,並減輕農民 投資負擔, 擬具「海關進口稅則第八十四章增註十四」稅 則修正案,是否有當?請公決。"
1367,4,農會法第十八條條文修正草案,2007/1/5,2007/3/2,交付審查,0,0,0,1,蔡勝佳,鄭金玲,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,有鑒於農會法第十八條歷時多年未經修正 ,且該法部分條文限制農會會員的遷徙自由,顯然已達背憲 法第十條:「人民有居住及遷徙之自由」,造成全國農保被 保險人的權益受損,為確保全國農民應有的權益及保障,尋 求法律的一致性,爱擬具「農會法第十八條」條文修正案, 刪除第一項第四款及增訂第二項之規定。是否有當?敬請 公決。"
1369,4,農會法增訂第四十九條之三條文草案,2007/1/5,2007/3/2,交付審查,0,0,0,1,蔡勝佳,鄭金玲,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,有鑒於目前農會諸多無給職之選任人員, 執行業務因公傷亡時,卻無法發給醫藥補助費或撫恤金,對 於為農業及農民奉獻心力者情何以堪!為使農會永續發展, 鼓勵相關從業人員勇於任事, 擬具「農會法第四十九條之 三」修正草案。是否有當?敬請公決。"
1373,4,農產品市場交易法第十三條及第二十一條條文修正草案,2007/1/5,2007/1/5,交付審查,0,0,0,0,羅世雄,黃偉哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,莊碩漢,張慶忠,黃健庭,吳成典,楊瓊瓔,柯俊雄,林重謨,白添枝,黃義交,高建智,彭紹瑾,吳英毅,陳金德,王淑慧,郭榮宗,張慶惠,盧博基,陳明真,費鴻泰,許榮淑,林鴻池,湯火聖,林耘生,朱俊曉,謝欣霓,林益世,朱鳳芝,趙良燕,盧秀燕,羅明才,劉銓忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員羅世雄、黃偉哲等 33人,鑑於目前農產品運銷批發 管道並無企業化經營之民營農業企業機構之競爭機制,導致 既有行銷管道效率低落且不合時代潮流;換言,傳統合作社 與批發市場的運作機制美其名是為保護農民利益,實際上卻 因股權利益分配問題嚴重傷害生產者與消費者權益。再者, 為因應國際經濟貿易全球化、自由化之發展,政府更應以開 放的政策提供企業化經營之民營農業企業機構加入市場,讓 市場行銷管道更加多元與充分,以滿足民眾需求,特擬具「 農產品市場交易法部分條文修正草案」,是否有當,敬請公 決。"
1384,4,農業發展條例第十七條條文修正草案,2007/1/12,2007/1/12,交付審查,0,0,0,0,王幸男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,莊碩漢,邱創進,藍美津,侯水盛,潘孟安,鄭國忠,陳朝龍,張慶惠,盧天麟,陳瑩,吳明敏,陳重信,郭俊銘,黃偉哲,陳明真,陳憲中,沈發惠,唐碧娥,蕭美琴,謝欣霓,魏明谷,薛凌,林育生,李昆澤,陳啟昱,林樹山,李俊毅,陳金德,郭榮宗,郭玟成,王淑慧,郭正亮,王世勛,許榮淑,鄭朝明,莊和子,陳秀惠,賴清德,吳富貴,曹來旺,蔡同榮,林耘生,,,,,,,,,,,,,,,,,,,,,,"本院委員王幸男等 43人,針對現行農業發展條例第十七條規 定登記有案之寺廟、教堂、依法成立財團法人之教堂(會)、 宗教基金會或農民團體,得辦理產權回復登記自九十二年一 月十三日修正施行後起一年內之法定期間已過,仍有部分合 於規定之團體尚未辦理回復登記,有違公平正義原則,應將 原條文辦理時效再予延長, 提出農業發展條例第十七條條 文修正草案,是否有當?敬請公決。"
1431,5,老年農民福利津貼暫行條例第四條及第六條條文修正草案,2007/3/9,2007/3/9,交付審查,0,0,0,1,鍾紹和,黃義交,鄭金玲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,鑑於近十年來最低生活費標準呈倍數成長 達每月萬元之譜,但老年農民卻僅能領取每月五千元的老農 津貼,根本不足以支應基本之生活開銷,爱此為實現社會公 平與平衡社會福利資源之配置,保障及滿足老年農民之基本 生活與經濟需求,特擬具「老年農民福利津貼暫行條例第四 條及第六條條文修正草案」,比照榮民就養金之標準,提高 老農津貼之額度為一萬三千五百五十元,並修正提高後之經 費分配比例由中央全額負擔。是否有當?敬請公決。"
