ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
321,1,勞工保險條例部分條文修正草案,2005/5/6,2007/12/21,二讀,0,1,1,0,余政道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吳敦義,蔡家福,李敖,江連福,林正峰,張慶惠,陳秀惠,曾燦燈,藍美津,郭榮宗,蘇起,徐少萍,林岱樺,林正二,吳志揚,王淑慧,黃志雄,何敏豪,陳瑩,何智輝,鄭朝明,林耘生,盧秀燕,王幸男,郭正亮,彭紹瑾,彭碧娥,楊宗哲,李鎮楠,蔡同榮,郭玟成,廖本煙,邱鏡淳,謝明源,彭添富,陳景峻,章仁香,江昭儀,尤清,謝欣霓,顧崇廉,趙良燕,沈智慧,紀國棟,林惠官,羅世雄,湯火聖,,,,,,,,,,,,,,,,,"本院委員余政道等 49人,為勞工保險為我政府徹底照顧弱勢 勞工之政策保險,本當以照顧弱勢為主要考量,今因勞工因 為非自願性失業,使其無法繼續加入勞工保險安全體系,對 其權益損失甚鉅,更是弱勢中的極弱勢;況且勞工保險,亦 由勞工相對提撥保費,當勞工因為非自身因素而失業,其勞 工保險身份隨即消失;若依據「保險法」的精神與概念,當 可領取「保單價值準備金」或是「解約金」。惟衡盱整部「 勞工保險條例」對於「保單價值準備」與「解約金」的確是 付之闕如的,不但無法協助弱勢中的極弱勢,並有剝削弱勢 失業勞工的嫌疑。爱提案「勞工保險條例」部分條文修正草 案,當勞工非自願性失業時,保險人應立即精算前項被保險 人之勞工保險保單價值準備金,作為繼續參加本保險之保險 費,並以最低投保薪資等級加入本保險,以落實政府保障弱 勢勞工之美意。是否有當,敬請公決。"
381,1,就業服務法第六十條條文修正草案,2005/5/13,2007/5/4,三讀,1,1,1,0,徐志明,郭林勇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林耘生,吳富貴,黃劍輝,林進興,薛凌,徐國勇,黃政哲,顏文章,陳重信,李明憲,王淑慧,謝欣霓,黃適卓,王塗發,高建智,蔡啟芳,曾燦燈,蔡同榮,賴清德,陳景峻,趙永清,郭榮宗,郭正亮,廖國棟,邱永仁,王幸男,王世勛,潘孟安,黃偉哲,杜文卿,江昭儀,李鎮楠,郭俊銘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員徐志明、郭林勇等 35人,有鑒於就業服務法第六十 條第一項規定,對於違反本法而應遣送出國之外國勞工,其 遣送費用,不分情況,一律由雇主負擔,顯失公平。爱提出 法律修正案,依不同事由,由可歸責之人負擔,始符合平等 原則,並避免造成額外的社會負擔,敬請公決。"
411,1,勞動基準法第二十一條條文修正草案,2005/5/20,2005/5/20,交付審查,0,0,0,0,蔡錦隆,張碩文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃政哲,羅世雄,顏清標,張慶忠,李嘉進,郭素春,吳光訓,蔡正元,林惠官,杜文卿,陳根德,鍾紹和,翁重鈞,藍美津,劉政鴻,林滄敏,林春德,蔡豪,陳杰,羅明才,郭正亮,周守訓,紀國棟,林正二,廖婉汝,吳敦義,吳成典,朱鳳芝,陳銀河,邱鏡淳,林為洲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員蔡錦隆、張碩文等 33人,有鑑於「勞動基準法」第 二十一條,未就本國勞工或經許可定居大陸地區人民與外國 勞工之基本工資,作符合比例原則與現今社會經濟情勢之區 隔,實不符公平原則。特擬具「勞動基準法」第二十一條條 文修正案,是否有當,敬請公決。"
429,1,就業服務法第五條條文修正草案,2005/5/20,2007/5/4,三讀,1,1,1,0,盧天麟,唐碧娥,李昆澤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,謝國樑,陳朝龍,林濁水,徐少萍,羅志明,鍾紹和,曾燦燈,李鎮楠,陳景峻,魏明谷,蔡其昌,莊和子,陳朝龍,王榮璋,彭添富,李復興,林樹山,郭俊銘,林為洲,沈發惠,劉寬平,蕭美琴,郭俊銘,林為洲,沈發惠,劉寬平,蕭美琴,洪奇昌,王拓,潘孟安,林滄敏,田秋堇,郭正亮,藍美津,蔡豪,孔文吉,朱鳳芝,林淑芬,王昱婷,吳志揚,郭榮宗,楊仁福,黃淑英,賴清德,鄭國忠,王世勛,彭紹瑾,陳秀惠,吳敦義,楊宗哲,蘇起,謝欣霓,林岱樺,顏文章,邱創進,陳銀河,郭玟成,陳志彬,張碩文,,,,,"本院委員盧天麟、唐碧娥、李昆澤等 57人,鑑於中高年齡失 業率逐年提高,且企業、機關行號在招募員工時往往針對受 雇者年齡加以設限,造成中高齡勞工二度就業之不易。為保 障國人就業機會之平等,維護各年齡層勞工之工作權益,爱 擬具「就業服務法第五條條文修正草案」。是否有當?敬請 公決。"
431,1,公司法部分條文修正草案,2005/5/20,2006/1/13,三讀,1,1,1,0,魏明谷,賴士葆,黃劍輝,陳進丁,張麗善,,,,,,,,,,,,,,,,,,,,,,,,,,,,,謝明源,彭紹瑾,林岱樺,盧天麟,李鎮楠,杜文卿,郭正亮,陳景峻,林為洲,陳朝容,林國慶,江昭儀,楊仁福,林正峰,翁重鈞,曹壽民,廖本煙,張慶忠,雷倩,李鴻鈞,陳杰,鄭運鵬,黃偉哲,高金素梅,蔡勝佳,高建智,蔡錦隆,李全教,侯彩鳳,高思博,余政道,張昌財,章仁香,李永萍,張碩文,卓伯源,謝國樑,曾永權,李紀珠,郭素春,帥化民,吳英毅,林郁方,費鴻泰,吳志揚,江連福,謝文政,,,,,,,,,,,,,,,,,"本院委員魏明谷、賴士葆、黃劍輝、陳進丁、張麗善等 52人 ,有鑑於現行公司法,對於公司重整章節的法令規範,過於 嚴苛而且配套不足,導致大多數經法院認定有重建更生可能 而裁定准予重整的企業,因為法令不切實際、配套明顯不足 等情事,而無法順利完成重整程序,終究只能走到破產的地 步,不僅使國內許多具有重整價值的公司企業喪失繼續經營 的契機,也間接傷害受薪階級的廣大勞工權益,無端耗費國 家資源及社會成本,實不符合公司法有關公司重整規範的立 法意旨,特此擬具公司法部分條文修正草案,是否有當,敬 請公決。"
441,1,全民健康保險法第二十七條條文修正草案,2005/5/27,2005/5/27,交付審查,0,0,0,0,侯彩鳳,楊宗哲,廖婉汝,王昱婷,朱鳳芝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,徐少萍,陳根德,廖國棟,鍾紹和,黃敏惠,徐耀昌,林德福,林建榮,邱毅,李嘉進,吳成典,伍錦霖,盧天麟,羅志明,帥化民,楊仁福,羅世雄,林郁方,陳秀惠,楊瓊瓔,李和順,陳銀河,黃志雄,蔡豪,蔡正元,李敖,蔡錦隆,黃健庭,吳敦義,劉盛良,林正峰,吳清池,周守訓,林正二,費鴻泰,張麗善,陳志彬,孫大千,劉政鴻,林益世,沈智慧,,,,,,,,,,,,,,,,,,,,,,,"本院委員侯彩鳳、楊宗哲、廖婉汝、王昱婷、朱鳳芝等 46人 ,建請將第二類職業工人及眷屬之健保費自付額比照第三類 農漁民,即政府負擔百分之七十,勞工負擔百分之三十,以 減輕勞工負擔。 提出「全民健康保險法」第二十七條修正 草案。是否有當?敬請公決。"
449,1,勞工保險條例第十條、第十九條及第七十二條條文修正草案,2005/5/27,2007/12/21,二讀,0,1,1,0,鄭國忠,王昱婷,鄭朝明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,田秋堇,邱創進,沈發惠,黃淑英,洪奇昌,郭俊銘,賴清德,林樹山,林淑芬,彭紹瑾,李昆澤,蔡其昌,顏文章,林濁水,林為洲,王拓,蕭美琴,魏明谷,盧天麟,王世勛,郭玟成,孔文吉,陳銀河,王幸男,陳景峻,林正峰,陳瑩,謝欣霓,高建智,江連福,陳秀惠,蔡啟芳,周守訓,莊和子,楊仁福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員鄭國忠、王昱婷、鄭朝明等 38人,有鑑於基層勞工 於請領勞工保險相關給付時,由於對勞工保險各項給付規定 的資訊不足以及對各項請領標準的瞭解不充分,故常導致基 層民眾遭致所謂「勞保代理人」(又稱勞保黃牛)之誤導, 損及自身權益,平白被抽取不當的費用,危害民眾的法定給 與權利,更因此滋生不良之「勞保代理人」勾結少數醫師, 開具不實證明,違法盜領勞保給付,導致「勞保代理人」此 一行業,劣幣驅逐良幣,無法朝良性專業方向發展。爱此, 特擬具勞工保險條例修正草案,是否有當,敬請公決。"
450,1,勞工保險條例部分條文修正草案,2005/5/27,2005/5/27,交付審查,0,0,0,0,林正峰,陳杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郭榮宗,彭添富,郭素春,林滄敏,黃志雄,徐少萍,鄭朝明,蘇起,林郁方,蔡豪,黃健庭,吳成典,林岱樺,張麗善,伍錦霖,周守訓,羅世雄,陳志彬,林炳坤,楊宗哲,楊仁福,鄭運鵬,何智輝,劉政鴻,唐碧娥,陳秀惠,李復興,孫大千,顏清標,陳根德,彭紹瑾,蔡正元,紀國棟,羅明才,鍾紹和,林正二,鄭金玲,徐耀昌,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林正峰、陳杰等 41人,有鑑於現行「勞工保險條例 」之相關規定,未能使勞工得到合理保障,爱對「勞工保險 條例」第三十二、三十三、三十四、五十九、六十一、六十 三、六十四條提出修正,並新增六十一條之一,是否有當? 敬請公決。"
451,1,勞工保險條例第二十條條文修正草案,2005/5/27,2007/12/18,二讀,0,1,1,0,侯彩鳳,李和順,朱鳳芝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,王昱婷,趙良燕,廖國棟,黃志雄,鍾紹和,徐耀昌,林惠官,鄭朝明,林德福,林建榮,楊宗哲,林春德,邱毅,林岱樺,吳成典,邱鏡淳,伍錦霖,盧天麟,羅志明,帥化民,楊仁福,林郁方,張顯耀,謝國樑,楊瓊瓔,陳銀河,廖本煙,蔡豪,盧秀燕,陳根德,蔡正元,李敖,蔡錦隆,黃健庭,藍美津,吳敦義,張碩文,陳秀惠,劉盛良,吳清池,林正二,費鴻泰,陳志彬,孫大千,劉政鴻,林益世,李復興,沈智慧,,,,,,,,,,,,,,,,"本院委員侯彩鳳、李和順、朱鳳芝等 51人,關於勞工保險條 例第二十條規定:被保險人在保險有效期間所發生之傷病事 故,於保險效力停止後,必須連續請領傷病給付或住院診療 給付者,一年內仍可享有該項保險給付之權利;惟近年來醫 療設備日漸完善,醫療團隊陣容堅強,病人療程時間相對比 往年還長,造成勞工若因病退保休息養病;惟病況時好時壞 ,患者也有可能一年過後才發病身亡,而勞保條例第二十條 中規定,領取保險給付之請求權,自得請領之日起,因一年 間不行使而消滅,亦既間接強迫病患不論病情是否好轉,皆 須於一年內繼續從事勞動,否則礙於規定將於取消請求權, 此舉明顯不通人情,不符時代潮流,爱擬具「勞工保險條例 第二十條」條文修正案,是否有當?敬請公決。"
452,1,勞工保險條例第三十四條條文修正草案,2005/5/27,2007/12/18,二讀,0,1,1,0,侯彩鳳,李和順,王昱婷,朱鳳芝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,廖國棟,徐耀昌,鄭朝明,林建榮,楊宗哲,李紀珠,邱毅,林岱樺,吳成典,廖婉汝,邱鏡淳,盧天麟,羅志明,帥化民,楊仁福,羅世雄,林郁方,陳秀惠,伍錦霖,楊瓊瓔,陳銀河,李鎮楠,黃志雄,徐少萍,蔡豪,陳根德,蔡正元,李敖,蔡錦隆,黃健庭,李復興,吳敦義,林正峰,林正二,費鴻泰,劉盛良,張麗善,陳志彬,孫大千,劉政鴻,,,,,,,,,,,,,,,,,,,,,,,,"本院委員侯彩鳳、李和順、王昱婷、朱鳳芝等 44人,依勞工 保險條例第三十四條規定:被保險人因執行職務而致傷害或 職業病不能工作,以致未能取得原有薪資,正在治療中者, 自不能工作之第四日起,發給職業傷害補償費或職業病補償 費。但是有鑒於若勞工不幸在罹災當日起三天內均不能請領 給付,對勞工收入之減損影響甚大。因此,本席建議取消傷 病給付限制至第四天方能請領的規定,也就是一般住院比照 美國由第二天開始領取;骨科住院則由當日領起,以保障勞 工權益。擬具「勞工保險條例第三十四條」條文修正案, 是否有當?敬請公決。"
483,2,勞動基準法第五十六條條文修正草案,2005/9/13,2005/9/13,交付審查,0,0,0,0,張顯耀,費鴻泰,沈智慧,林炳坤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朱鳳芝,盧秀燕,謝國樑,鍾紹和,廖國棟,林建榮,林惠官,何智輝,趙良燕,徐耀昌,李嘉進,李紀珠,林岱樺,李復興,郭素春,林春德,許舒博,廖婉汝,吳清池,周守訓,林正二,蔡勝佳,陳志彬,張麗善,林益世,劉政鴻,紀國棟,曹壽民,潘維剛,劉盛良,羅世雄,孫大千,楊瓊瓔,顧崇廉,徐少萍,蔡豪,陳根德,蔡正元,鄭金玲,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員張顯耀、費鴻泰、沈智慧、林炳坤等 43人,針對退 休勞工權益之保障,避免勞退基金投資之虧損由全體納稅人 負擔,爱擬具「勞動基準法第五十六條修正草案」,將保管 運用勞退基金之金融機構開放招標,使收益最高,並附有本 金與收益責任保險之金融機構得標,是否有當?敬請公決。"
502,2,勞工保險條例第三十條、第六十三條及第六十四條條文修正草案,2005/9/13,2007/12/21,二讀,1,1,1,0,林樹山,何敏豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,劉寬平,羅志明,黃適卓,黃政哲,陳銀河,尹伶瑛,曾燦燈,王昱婷,郭俊銘,沈發惠,鄭國忠,林濁水,賴清德,賴清德,田秋堇,邱創進,王世勛,盧天麟,李昆澤,魏明谷,林淑芬,蔡其昌,洪奇昌,王拓,林為洲,顏文章,陳景峻,林耘生,朱鳳芝,王幸男,陳瑩,顧崇廉,陳根德,羅世雄,蔡同榮,盧博基,彭紹瑾,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林樹山、何敏豪等 38人,為維護社會安全之勞工保 險制度,其基本精神應為保障廣大勞工權益。現行勞工保險 條例與其他社會保險相關法律,如公教人員保險法相較之下 ,顯有保護未周之處。爱提案「勞工保險條例」部分條文修 正草案,針對第三十條領取保險給付請求權時效由兩年延長 為五年及第六十三、六十四條放寬請領遺屬津貼規定之限制 。是否有當?敬請公決。"
503,2,勞工保險條例第十二條及第三十條條文修正草案,2005/9/13,2006/4/10,委員會審查,0,0,1,0,楊麗環,王昱婷,楊瓊瓔,邱鏡淳,林正峰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,徐耀昌,侯彩鳳,江連福,伍錦霖,郭素春,劉政鴻,林正二,趙良燕,李嘉進,鍾紹和,陳銀河,黃敏惠,洪秀柱,曹壽民,黃昭順,何智輝,周守訓,黃志雄,蘇起,帥化民,吳敦義,陳秀卿,羅志明,鄭金玲,吳清池,劉盛良,陳秀惠,林岱樺,黃健庭,徐少萍,吳成典,李復興,廖婉汝,費鴻泰,孫大千,王拓,彭紹瑾,張碩文,盧秀燕,陳根德,顏清標,廖本煙,羅世雄,李敖,,,,,,,,,,,,,,,,,,,,"本院委員楊麗環、王昱婷、楊瓊櫻、邱鏡淳、林正峰等 49人 ,有鑑於現行「勞工保險條例」之相關規定,未能使勞工得 到合理之保障,爱對「勞工保險條例」提出修正,是否有當 ?請公決。"
504,2,勞工保險條例增訂第六十一條之十條文草案,2005/9/13,2005/9/13,交付審查,0,0,0,0,侯彩鳳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,邱毅,周守訓,吳志揚,劉政鴻,林正二,陳秀惠,朱俊曉,王昱婷,帥化民,江連福,楊宗哲,鄭金玲,吳清池,徐少萍,黃偉哲,柯淑敏,廖婉汝,吳成典,盧秀燕,陳根德,吳敦義,蔡錦隆,李敖,廖本煙,張碩文,劉盛良,黃志雄,蘇起,陳秀卿,朱鳳芝,徐耀昌,陳銀河,林春德,劉銓忠,吳松柏,章仁香,蔡正元,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員侯彩鳳等 38人,針對行政院版「勞工保險條例增訂 第六十一條之十」,老年年金給付實施前已參加或曾參加勞 工保險者,於同時符合老年給付及老年年金給付條件時,得 選擇其一請領;經選擇後,不得變更。擬增列,得退職前選 擇其一請領;經選擇後,不得變更。 擬具「勞工保險條例 增訂第六十一條之十」條文草案,是否有當?敬請公決。"
512,2,就業服務法第六條條文修正草案,2005/9/13,2007/5/4,三讀,1,1,1,0,侯彩鳳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,邱毅,彭紹瑾,周守訓,趙良燕,吳志揚,劉政鴻,林正二,陳秀惠,朱俊曉,王昱婷,李嘉進,帥化民,江連福,謝明源,楊宗哲,鄭金玲,吳清池,黃健庭,徐少萍,黃偉哲,費鴻泰,柯淑敏,廖婉汝,吳成典,盧秀燕,顏清標,陳根德,吳敦義,蔡錦隆,李敖,蔡正元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員侯彩鳳等 32人,建請修正「就業服務法第六條」 本法所稱主管機關:在中央為行政院勞工委員會;在直轄市 為直轄市政府;在縣(市)為縣(市)政府;「在加工出口 區、科學園區為管理處(分處)、管理局。」是否有當?敬 請公決。"
532,2,勞資爭議處理法第五條條文修正草案,2005/9/16,2007/12/21,二讀,0,1,1,0,余政道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃偉哲,李昆澤,盧天麟,陳瑩,王淑慧,彭添富,藍美津,陳明真,王拓,李俊毅,邱創進,賴清德,林淑芬,盧博基,林國慶,趙永清,鄭運鵬,林耘生,郭俊銘,田秋堇,李文忠,謝明源,尤清,魏明谷,蔡英文,賴幸媛,陳銀河,廖本煙,黃政哲,張川田,黃昭輝,謝欣霓,高志鵬,蕭美琴,黃適卓,唐碧娥,王世勛,管碧玲,吳秉叡,莊碩漢,鄭朝明,郭玟成,陳秀惠,王榮璋,葉宜津,許榮淑,,,,,,,,,,,,,,,,,,"本院委員余政道等 47人,為保障勞工權益,強化弱勢勞工在 訴訟程序中之保障,爱擬勞資爭議處理法第五條條文修正草 案,對於特定對象提起勞工訴訟者,給予訴訟費用上之補助 ,以維勞工權益。是否有當?敬請公決。"
549,2,勞動基準法第二十一條條文修正草案,2005/9/23,2005/9/23,交付審查,0,0,0,0,蔡啟芳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吳秉叡,陳朝龍,徐志明,藍美津,黃偉哲,王淑慧,莊碩漢,管碧玲,林樹山,蔡英文,張花冠,王世勛,鄭運鵬,陳瑩,薛凌,林國慶,郭正亮,徐國勇,柯建銘,謝明源,王幸男,陳憲中,杜文卿,郭玟成,邱創進,林為洲,邱永仁,張俊雄,王世堅,謝欣霓,江昭儀,郭榮宗,高建智,陳重信,張川田,魏明谷,蕭美琴,吳富貴,顏文章,陳銀河,黃宗源,羅明才,曹來旺,林正二,廖本煙,,,,,,,,,,,,,,,,,,,"本院委員蔡啟芳等 46人,根據我國勞動基準法第二十一條的 規定,勞雇雙方議定工資不得低於基本工資。然目前國內支 付外國勞工(以下簡稱外勞)薪資跟其他東南亞國家僱用外 勞之薪資相比高出許多,國內一名外勞一個月基本薪資就高 出新台幣六至七千元。不僅增加了仲介業者的剝削空間,也 嚴重增加本國產業勞工成本。為杜絕現行外勞仲介費弊端, 提升本國產業國際競爭力,使國內廠商勞動成本和其他東南 亞國家相當,爱擬具勞動基準法第二十一條修正條文草案。 是否有當?敬請公決。"
550,2,動基準法第五十六條條文修正草案,2005/9/23,2005/9/23,交付審查,0,0,0,0,余政道,李昆澤,潘孟安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林為洲,李俊毅,陳秀惠,謝明源,藍美津,郭玟成,黃偉哲,林重謨,林淑芬,洪奇昌,葉宜津,張川田,王榮璋,盧博基,鄭國忠,盧天麟,唐碧娥,彭紹瑾,高建智,王幸男,郭俊銘,陳瑩,侯水盛,陳明真,魏明谷,莊和子,吳秉叡,黃淑英,邱創進,管碧玲,林濁水,王塗發,蕭美琴,李明憲,廖本煙,張俊雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員余政道、李昆澤、潘孟安等 39人,為「勞工退休金 條例」已有退休金權利不得扣押等規定,但部分勞工仍可選 擇適用「勞動基準法」中的退休制度,而目前勞基法中,卻 未有此規定,恐危害部分勞工退休權益,顯為立法上的疏漏 ,故應修法明定勞工退休金不得讓與、扣押、抵銷或擔保, 爱提案修正「勞動基準法」第五十六條,以保障廣大勞工的 退休金請領之權益,是否有當?敬請公決。"
551,2,勞動基準法部分條文修正草案,2005/9/23,2005/9/23,交付審查,0,0,0,0,余政道,潘孟安,林為洲,李俊毅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,謝明源,林淑芬,藍美津,張川田,李昆澤,盧博基,郭玟成,洪奇昌,黃偉哲,鄭國忠,葉宜津,陳瑩,高建智,陳秀惠,邱創進,唐碧娥,王幸男,郭俊銘,彭紹瑾,王榮璋,莊和子,吳秉叡,蕭美琴,盧天麟,管碧玲,林濁水,林重謨,魏明谷,李明憲,廖本煙,陳明真,黃淑英,侯水盛,王塗發,張俊雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員余政道、潘孟安、林為洲、李俊毅等 39人,為部分 工時勞工在有關薪資報酬、工作時數、工作待遇…………等方面 ,較全時工作勞工保障較為不周,為加強部分工時勞工法律 上地位之保障, 擬勞動基準法部分條文修正草案,是否有 當?敬請公決。"
552,2,敬老福利生活津貼暫行條例第三條條文修正草案,2005/9/23,2007/12/21,二讀,0,1,1,0,林進興,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,柯建銘,張川田,魏明谷,蔡英文,管碧玲,徐志明,尤清,江昭儀,陳憲中,蔡啟芳,邱永仁,王世勛,黃劍輝,顏文章,盧天麟,郭俊銘,陳秀惠,吳富貴,林重謨,王淑慧,侯水盛,高建智,林國慶,薛凌,王世堅,邱創進,林樹山,張慶惠,莊和子,王幸男,蕭美琴,張俊雄,余政道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林進興等 34人,針對勞工退休新制已己經於民國 94 年7月1日開始施行,全國勞工未來的退休金將逐月存至個 人退休金專戶,並於退休後開始領取。目前全國各大公營事 業員工多為投保勞工保險之勞工階級,與全國的勞工一樣適 用勞退新制,而敬老福利生活津貼暫行條例第三條卻將其列 為排除適用對象,顯有不當,特提出「敬老福利生活津貼暫 行條例」第三條條文修正草案,是否有當?請公決。"
578,2,行政院勞工退休基金監理委員會組織法草案,2005/9/23,2007/3/2,三讀,1,1,1,0,賴士葆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江連福,朱鳳芝,伍錦霖,蘇起,謝文政,侯彩鳳,黃志雄,林郁方,李紀珠,曾永權,陳杰,李復興,費鴻泰,卓伯源,劉盛良,黃偉哲,柯淑敏,林滄敏,周守訓,帥化民,章仁香,郭素春,盧天麟,周錫瑋,李永萍,吳育昇,高金素梅,張慶忠,高思博,黃義交,蔡勝佳,蔡家福,李鴻鈞,蔡錦隆,何敏豪,楊仁福,黃德福,蔡正元,白添枝,林德福,潘維剛,黃健庭,吳英毅,林鴻池,,,,,,,,,,,,,,,,,,,,"本院委員賴士葆等 45人,為勞工退休金條例(即勞退新制) 實施的財務設計,係採用確定提撥制手段,以建立可攜式之 退休金制度,該制度並將於今年七月一日正式上路。以目前 勞退新制的信託基金屬性觀之,基金的安全性的要求,係遠 高於獲利性;復以目前勞退基金經營並未採取民營化,且規 定政府須負擔兩年定存的保證收益,具有濃厚的公共基金色 彩,故該基金的公益性要求係高於所謂的獲利性,況且勞退 基金並未賦予勞工有選擇投資理財的權利,個人帳戶之收益 又極具個人性,未來如投資失利之歸責難屬。有鑑於目前勞 工退休基金監理委員會設置條例草案尚未通過,而勞退新制 實施在即,實有必要加速設置之,爱提「行政院勞工退休基 金監理委員會組織法」草案,讓監理機制更加超然與獨立, 以監督管理勞退基金之運用,保障勞工權益。是否有當?敬 請公決。"
579,2,勞工退休基金監理委員會組織條例草案,2005/9/23,2007/3/2,三讀,1,1,1,1,卓伯源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院中國國民黨立法院黨團,鑑於勞工退休金條例(即勞退 新制)實施的財務設計,係採用確定提撥制手段,以建立可 攜式之退休金制度。以目前勞退新制的信託基金屬性觀之, 基金的安全性的要求,應遠高於獲利性;復以目前勞退基金 經營並未採取民營化,且規定政府須負擔兩年定存的保證收 益,具有濃厚的公共基金色彩,因此,本基金的公益性要求 亦高於所謂的獲利性。況且勞退基金並未賦予勞工有選擇投 資理財的權利,個人帳戶之收益又極具個人性,未來如投資 失利,嚴重損及勞工權益時,其責任之歸屬難以追究。基此 ,在考量基金積存龐大的資金,安全性及公益性遠高於獲利 性,以及勞工無權選擇理財管道之情況下,本黨團主張(一)監 理委員會之組織定位應屬三級獨立機關,對勞工權益保障較 大;(二)在監理委員之名額分配,勞工代表推薦的委員人數應 高於雇方代表推薦人數,以符合個人帳戶制的財務屬性;(三) 適度引進金管會之金融管理專才,以協助勞工委員會之監督 未及之處,確保基金運用之安全性。爱擬具「勞工退休基金 監理委員會組織條例」草案。是否有當?敬請公決。"
644,2,國營事業管理法第三十五條條文修正草案,2005/10/7,2007/1/15,委員會審查,0,0,1,1,黃義交,潘維剛,羅世雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團、國民黨黨團,為保障國營事業民營化後勞 工權益,促進勞資共營共生之合作關係,爱修正「國營事業 管理法第三十五條」,明定政府所持股份 20%以上之公司, 至少有一名勞工董事,俾能參與公司決策。是否有當,敬請 公決。"
